operationId,平台,方法,路径,用途,所有者类型,UI_ID,责任模块,计划版本,权限,说明,状态
adminSupportPostSupportTicketsByIdMessages,ADMIN,POST,/admin-api/v1/support/tickets/{id}/messages,客服回复,PAGE_ACTION,ADM-SUPPORT-002,Support,R15,support.reply,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminSupportPostSupportTicketsByIdClose,ADMIN,POST,/admin-api/v1/support/tickets/{id}/close,关闭工单,PAGE_ACTION,ADM-SUPPORT-002,Support,R15,support.close,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminCMSGetCmsHomeModules,ADMIN,GET,/admin-api/v1/cms/home-modules,首页模块,PAGE_ACTION,ADM-CMS-001;ADM-CMS-002;ADM-CMS-003,CMS,R28,cms.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminCMSPutCmsHomeModules,ADMIN,PUT,/admin-api/v1/cms/home-modules,排序和配置,PAGE_ACTION,ADM-CMS-001;ADM-CMS-002;ADM-CMS-003,CMS,R28,cms.write,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminCMSGetCmsBanners,ADMIN,GET,/admin-api/v1/cms/banners,轮播,PAGE_ACTION,ADM-CMS-001;ADM-CMS-002;ADM-CMS-003,CMS,R28,cms.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminCMSPostCmsBanners,ADMIN,POST,/admin-api/v1/cms/banners,创建轮播,PAGE_ACTION,ADM-CMS-001;ADM-CMS-002;ADM-CMS-003,CMS,R28,cms.write,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminCMSGetCmsArticles,ADMIN,GET,/admin-api/v1/cms/articles,公告帮助规则,PAGE_ACTION,ADM-CMS-001;ADM-CMS-002;ADM-CMS-003,CMS,R28,cms.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminCMSPostCmsArticles,ADMIN,POST,/admin-api/v1/cms/articles,创建文章,PAGE_ACTION,ADM-CMS-001;ADM-CMS-002;ADM-CMS-003,CMS,R28,cms.write,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminCMSGetCmsH5Pages,ADMIN,GET,/admin-api/v1/cms/h5-pages,H5配置,PAGE_ACTION,ADM-CMS-001;ADM-CMS-002;ADM-CMS-003,CMS,R28,cms.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminCMSPutCmsH5PagesByCode,ADMIN,PUT,/admin-api/v1/cms/h5-pages/{code},更新H5配置新版本,PAGE_ACTION,ADM-CMS-001;ADM-CMS-002;ADM-CMS-003,CMS,R28,cms.write,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminAgreementsGetAgreements,ADMIN,GET,/admin-api/v1/agreements,协议列表,PAGE_ACTION,ADM-CMS-003,Agreements,R28,agreement.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminAgreementsPostAgreementsByCodeVersions,ADMIN,POST,/admin-api/v1/agreements/{code}/versions,新增协议版本,PAGE_ACTION,ADM-CMS-003,Agreements,R28,agreement.write,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminAppReleaseGetAppVersions,ADMIN,GET,/admin-api/v1/app-versions,App版本,PAGE_ACTION,ADM-APP-001,AppRelease,R29,app.release.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminAppReleasePostAppVersions,ADMIN,POST,/admin-api/v1/app-versions,创建版本,PAGE_ACTION,ADM-APP-001,AppRelease,R29,app.release.write,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminAppReleasePostAppVersionsByIdPublish,ADMIN,POST,/admin-api/v1/app-versions/{id}/publish,发布/灰度,PAGE_ACTION,ADM-APP-001,AppRelease,R29,app.release.publish,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminRiskGetRiskEvents,ADMIN,GET,/admin-api/v1/risk/events,风险事件,PAGE_ACTION,ADM-RISK-001;ADM-RISK-002,Risk,R31,risk.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminRiskPostRiskEventsByIdDecide,ADMIN,POST,/admin-api/v1/risk/events/{id}/decide,人工处置,PAGE_ACTION,ADM-RISK-001;ADM-RISK-002,Risk,R31,risk.decide,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminRiskGetRiskRuleVersions,ADMIN,GET,/admin-api/v1/risk/rule-versions,规则版本,PAGE_ACTION,ADM-RISK-001;ADM-RISK-002,Risk,R31,risk.rule.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminRiskPostRiskRuleVersions,ADMIN,POST,/admin-api/v1/risk/rule-versions,创建规则版本,PAGE_ACTION,ADM-RISK-001,Risk,R31,risk.rule.write,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminRiskGetRiskBlacklists,ADMIN,GET,/admin-api/v1/risk/blacklists,黑名单,PAGE_ACTION,ADM-RISK-001;ADM-RISK-002,Risk,R31,risk.list.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminRiskPostRiskBlacklists,ADMIN,POST,/admin-api/v1/risk/blacklists,新增黑名单,PAGE_ACTION,ADM-RISK-001,Risk,R31,risk.list.write,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminRiskDeleteRiskBlacklistsById,ADMIN,DELETE,/admin-api/v1/risk/blacklists/{id},移除黑名单,PAGE_ACTION,ADM-RISK-001;ADM-RISK-002,Risk,R31,risk.list.write,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminConfigGetConfigs,ADMIN,GET,/admin-api/v1/configs,系统配置,PAGE_ACTION,ADM-CONFIG-001;ADM-CONFIG-002;ADM-CONFIG-003;ADM-CONFIG-004;ADM-CONFIG-005;ADM-CONFIG-006;ADM-CONFIG-007;ADM-CONFIG-008,Config,R30,config.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminConfigPutConfigsByKey,ADMIN,PUT,/admin-api/v1/configs/{key},修改配置并生成版本,PAGE_ACTION,ADM-CONFIG-001;ADM-CONFIG-003;ADM-CONFIG-004;ADM-CONFIG-005;ADM-CONFIG-006;ADM-CONFIG-007;ADM-CONFIG-008,Config,R30,config.write,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminConfigGetFeatureFlags,ADMIN,GET,/admin-api/v1/feature-flags,功能开关,PAGE_ACTION,ADM-CONFIG-001;ADM-CONFIG-002;ADM-CONFIG-003;ADM-CONFIG-004;ADM-CONFIG-005;ADM-CONFIG-006;ADM-CONFIG-007;ADM-CONFIG-008,Config,R30,config.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminConfigPutFeatureFlagsByKey,ADMIN,PUT,/admin-api/v1/feature-flags/{key},灰度开关,PAGE_ACTION,ADM-CONFIG-001;ADM-CONFIG-003;ADM-CONFIG-004;ADM-CONFIG-005;ADM-CONFIG-006;ADM-CONFIG-007;ADM-CONFIG-008,Config,R30,config.write,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminRBACGetAdminUsers,ADMIN,GET,/admin-api/v1/admin-users,后台用户,PAGE_ACTION,ADM-RBAC-001,RBAC,R30,rbac.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminRBACPostAdminUsers,ADMIN,POST,/admin-api/v1/admin-users,创建后台用户,PAGE_ACTION,ADM-RBAC-001,RBAC,R30,rbac.write,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminRBACGetRoles,ADMIN,GET,/admin-api/v1/roles,角色权限,PAGE_ACTION,ADM-RBAC-001,RBAC,R30,rbac.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminRBACPutRolesByIdPermissions,ADMIN,PUT,/admin-api/v1/roles/{id}/permissions,配置权限,PAGE_ACTION,ADM-RBAC-001,RBAC,R30,rbac.write,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminAuditGetAuditLogs,ADMIN,GET,/admin-api/v1/audit/logs,操作日志,PAGE_ACTION,ADM-AUDIT-001,Audit,R30,audit.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminApprovalsGetApprovals,ADMIN,GET,/admin-api/v1/approvals,复核申请,PAGE_ACTION,ADM-APPROVAL-001,Approvals,R30,approval.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminApprovalsPostApprovalsByIdDecide,ADMIN,POST,/admin-api/v1/approvals/{id}/decide,同意/拒绝,PAGE_ACTION,ADM-APPROVAL-001,Approvals,R30,approval.decide,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminJobsGetJobs,ADMIN,GET,/admin-api/v1/jobs,定时任务,PAGE_ACTION,ADM-JOB-001,Jobs,R30,job.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminJobsPostJobsByCodeRun,ADMIN,POST,/admin-api/v1/jobs/{code}/run,手动执行,PAGE_ACTION,ADM-JOB-001,Jobs,R30,job.run,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminProviderConfigGetProviderConfigs,ADMIN,GET,/admin-api/v1/provider-configs,供应商配置定义和当前激活版本,PAGE_ACTION,ADM-CONFIG-001;ADM-CONFIG-002;ADM-CONFIG-003;ADM-CONFIG-004;ADM-CONFIG-005;ADM-CONFIG-006;ADM-CONFIG-007;ADM-CONFIG-008,ProviderConfig,R03,provider.config.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminProviderConfigGetProviderConfigsByProvider,ADMIN,GET,/admin-api/v1/provider-configs/{provider},指定供应商配置详情，秘密字段只返回是否已配置,PAGE_ACTION,ADM-CONFIG-001;ADM-CONFIG-002;ADM-CONFIG-003;ADM-CONFIG-004;ADM-CONFIG-005;ADM-CONFIG-006;ADM-CONFIG-007;ADM-CONFIG-008,ProviderConfig,R03,provider.config.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminProviderConfigPostProviderConfigsByProviderVersions,ADMIN,POST,/admin-api/v1/provider-configs/{provider}/versions,创建供应商配置版本,PAGE_ACTION,ADM-CONFIG-001;ADM-CONFIG-003;ADM-CONFIG-004;ADM-CONFIG-005;ADM-CONFIG-006;ADM-CONFIG-007;ADM-CONFIG-008,ProviderConfig,R03,provider.config.write,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminProviderConfigPostProviderConfigsByProviderTest,ADMIN,POST,/admin-api/v1/provider-configs/{provider}/test,连接或发送测试,PAGE_ACTION,ADM-CONFIG-001;ADM-CONFIG-003;ADM-CONFIG-004;ADM-CONFIG-005;ADM-CONFIG-006;ADM-CONFIG-007;ADM-CONFIG-008,ProviderConfig,R03,provider.config.test,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminProviderConfigPostProviderConfigsByProviderActivate,ADMIN,POST,/admin-api/v1/provider-configs/{provider}/activate,双人复核后激活配置版本,PAGE_ACTION,ADM-CONFIG-002,ProviderConfig,R03,provider.config.activate,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminProviderConfigPostProviderConfigsByProviderRollback,ADMIN,POST,/admin-api/v1/provider-configs/{provider}/rollback,回滚至指定已验证版本,PAGE_ACTION,ADM-CONFIG-002,ProviderConfig,R03,provider.config.activate,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminProviderCertificatePostProviderCertificates,ADMIN,POST,/admin-api/v1/provider-certificates,上传加密证书或私钥文件,PAGE_ACTION,ADM-CONFIG-002,ProviderCertificate,R03,provider.certificate.write,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminProviderCertificateGetProviderCertificates,ADMIN,GET,/admin-api/v1/provider-certificates,证书列表和有效期，不返回原文,PAGE_ACTION,ADM-CONFIG-002,ProviderCertificate,R03,provider.certificate.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminProviderCertificatePostProviderCertificatesByIdRotate,ADMIN,POST,/admin-api/v1/provider-certificates/{id}/rotate,轮换证书并保留审计,PAGE_ACTION,ADM-CONFIG-002,ProviderCertificate,R03,provider.certificate.rotate,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminDomainConfigGetDomains,ADMIN,GET,/admin-api/v1/domains,环境域名与DNS验证状态,PAGE_ACTION,ADM-CONFIG-002,DomainConfig,R03,domain.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminDomainConfigPutDomainsByCode,ADMIN,PUT,/admin-api/v1/domains/{code},更新二级域名计划,PAGE_ACTION,ADM-CONFIG-008,DomainConfig,R03,domain.write,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminDomainConfigGetDomainsDnsActions,ADMIN,GET,/admin-api/v1/domains/dns-actions,生成需要用户解析的DNS操作清单,PAGE_ACTION,ADM-CONFIG-002,DomainConfig,R03,domain.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminDomainConfigPostDomainsByCodeVerify,ADMIN,POST,/admin-api/v1/domains/{code}/verify,验证解析和HTTPS可达性,PAGE_ACTION,ADM-CONFIG-008,DomainConfig,R03,domain.verify,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminAppBuildProfileGetAppBuildProfiles,ADMIN,GET,/admin-api/v1/app-build/profiles,App构建Profile列表,PAGE_ACTION,ADM-BUILD-001;ADM-BUILD-002;ADM-BUILD-003;ADM-BUILD-004;ADM-BUILD-005;ADM-BUILD-006;ADM-BUILD-007,AppBuildProfile,R29,app.build.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminAppBuildProfilePostAppBuildProfiles,ADMIN,POST,/admin-api/v1/app-build/profiles,创建构建Profile,PAGE_ACTION,ADM-BUILD-001;ADM-BUILD-003;ADM-BUILD-005;ADM-BUILD-006;ADM-BUILD-007,AppBuildProfile,R29,app.build.write,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminAppBuildProfilePutAppBuildProfilesById,ADMIN,PUT,/admin-api/v1/app-build/profiles/{id},修改构建Profile,PAGE_ACTION,ADM-BUILD-001;ADM-BUILD-002;ADM-BUILD-003;ADM-BUILD-005;ADM-BUILD-006;ADM-BUILD-007,AppBuildProfile,R29,app.build.write,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminAppBuildJobGetAppBuildJobs,ADMIN,GET,/admin-api/v1/app-build/jobs,构建任务列表,PAGE_ACTION,ADM-BUILD-001;ADM-BUILD-002;ADM-BUILD-003;ADM-BUILD-004;ADM-BUILD-005;ADM-BUILD-006;ADM-BUILD-007,AppBuildJob,R29,app.build.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminAppBuildJobPostAppBuildJobs,ADMIN,POST,/admin-api/v1/app-build/jobs,基于批准Git Ref创建官方App构建任务,PAGE_ACTION,ADM-BUILD-001;ADM-BUILD-003;ADM-BUILD-005;ADM-BUILD-006;ADM-BUILD-007,AppBuildJob,R29,app.build.run,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminAppBuildJobGetAppBuildJobsById,ADMIN,GET,/admin-api/v1/app-build/jobs/{id},构建任务详情,PAGE_ACTION,ADM-BUILD-001;ADM-BUILD-002;ADM-BUILD-003;ADM-BUILD-004;ADM-BUILD-005;ADM-BUILD-006;ADM-BUILD-007,AppBuildJob,R29,app.build.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminAppBuildJobGetAppBuildJobsByIdLogs,ADMIN,GET,/admin-api/v1/app-build/jobs/{id}/logs,构建步骤日志,PAGE_ACTION,ADM-BUILD-001;ADM-BUILD-002;ADM-BUILD-003;ADM-BUILD-004;ADM-BUILD-005;ADM-BUILD-006;ADM-BUILD-007,AppBuildJob,R29,app.build.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminAppBuildJobPostAppBuildJobsByIdCancel,ADMIN,POST,/admin-api/v1/app-build/jobs/{id}/cancel,取消可取消的构建任务,PAGE_ACTION,ADM-BUILD-001;ADM-BUILD-002;ADM-BUILD-003;ADM-BUILD-005;ADM-BUILD-006;ADM-BUILD-007,AppBuildJob,R29,app.build.run,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminAppBuildJobPostAppBuildJobsByIdRetry,ADMIN,POST,/admin-api/v1/app-build/jobs/{id}/retry,按原Commit重试失败任务,PAGE_ACTION,ADM-BUILD-002,AppBuildJob,R29,app.build.run,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminAppBuildArtifactGetAppBuildArtifacts,ADMIN,GET,/admin-api/v1/app-build/artifacts,构建产物列表,PAGE_ACTION,ADM-BUILD-002;ADM-BUILD-004,AppBuildArtifact,R29,app.build.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminAppBuildArtifactGetAppBuildArtifactsByIdDownload,ADMIN,GET,/admin-api/v1/app-build/artifacts/{id}/download,获取短期下载URL,PAGE_ACTION,ADM-BUILD-004,AppBuildArtifact,R29,app.build.download,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminAppBuildReleasePostAppBuildJobsByIdPublishStaging,ADMIN,POST,/admin-api/v1/app-build/jobs/{id}/publish-staging,发布到测试下载渠道,PAGE_ACTION,ADM-BUILD-007,AppBuildRelease,R29,app.release.write,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminAppBuildReleasePostAppBuildJobsByIdPromote,ADMIN,POST,/admin-api/v1/app-build/jobs/{id}/promote,双人复核后晋级生产版本,PAGE_ACTION,ADM-BUILD-007,AppBuildRelease,R29,app.release.approve,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminAppSigningGetAppBuildSigningProfiles,ADMIN,GET,/admin-api/v1/app-build/signing-profiles,签名Profile元数据列表,PAGE_ACTION,ADM-BUILD-004,AppSigning,R29,app.signing.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminAppSigningPostAppBuildSigningProfiles,ADMIN,POST,/admin-api/v1/app-build/signing-profiles,创建或导入受保护签名Profile,PAGE_ACTION,ADM-BUILD-003,AppSigning,R29,app.signing.write,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminAppSigningPostAppBuildSigningProfilesByIdTest,ADMIN,POST,/admin-api/v1/app-build/signing-profiles/{id}/test,签名测试并返回证书指纹,PAGE_ACTION,ADM-BUILD-003,AppSigning,R29,app.signing.test,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminAccountingGetTransactions,ADMIN,GET,/admin-api/v1/accounting/transactions,会计交易列表,PAGE_ACTION,ADM-ACCOUNTING-001,Accounting,R24,accounting.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminAccountingGetTransactionById,ADMIN,GET,/admin-api/v1/accounting/transactions/{id},会计交易详情,PAGE_ACTION,ADM-ACCOUNTING-002,Accounting,R24,accounting.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminAccountingGetEntries,ADMIN,GET,/admin-api/v1/accounting/entries,会计分录列表,PAGE_ACTION,ADM-ACCOUNTING-001,Accounting,R24,accounting.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminAccountingPostReversal,ADMIN,POST,/admin-api/v1/accounting/transactions/{id}/reversals,申请会计冲正,PAGE_ACTION,ADM-ACCOUNTING-002,Accounting,R24,accounting.reversal.request,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminRiskRulesGetVersions,ADMIN,GET,/admin-api/v1/risk-rule-versions,风控规则版本列表,PAGE_ACTION,ADM-RISK-003,RiskRules,R31,risk.rule.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminRiskRulesPostVersion,ADMIN,POST,/admin-api/v1/risk-rule-versions,创建风控规则版本,PAGE_ACTION,ADM-RISK-003,RiskRules,R31,risk.rule.manage,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminRiskRulesPostSimulation,ADMIN,POST,/admin-api/v1/risk-rule-versions/{id}/simulate,模拟风控规则,PAGE_ACTION,ADM-RISK-004,RiskRules,R31,risk.rule.simulate,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminRiskRulesPostActivate,ADMIN,POST,/admin-api/v1/risk-rule-versions/{id}/activate,激活风控规则版本,PAGE_ACTION,ADM-RISK-003,RiskRules,R31,risk.rule.activate,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminNotificationGetTemplates,ADMIN,GET,/admin-api/v1/notification-templates,通知模板列表,PAGE_ACTION,ADM-NOTIFY-001,NotificationOps,R30,notification.template.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminNotificationPostTemplate,ADMIN,POST,/admin-api/v1/notification-templates,创建通知模板版本,PAGE_ACTION,ADM-NOTIFY-001,NotificationOps,R30,notification.template.manage,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminNotificationPatchTemplate,ADMIN,PATCH,/admin-api/v1/notification-templates/{id},修改通知模板草稿,PAGE_ACTION,ADM-NOTIFY-001,NotificationOps,R30,notification.template.manage,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminNotificationGetDeliveries,ADMIN,GET,/admin-api/v1/notification-deliveries,通知发送记录,PAGE_ACTION,ADM-NOTIFY-002,NotificationOps,R30,notification.delivery.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminNotificationPostDeliveryRetry,ADMIN,POST,/admin-api/v1/notification-deliveries/{id}/retry,重试失败通知,PAGE_ACTION,ADM-NOTIFY-002,NotificationOps,R30,notification.delivery.retry,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminExportsGetJobs,ADMIN,GET,/admin-api/v1/export-jobs,导出任务列表,PAGE_ACTION,ADM-EXPORT-001,Exports,R30,export.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminExportsPostJob,ADMIN,POST,/admin-api/v1/export-jobs,创建导出任务,PAGE_ACTION,ADM-EXPORT-001,Exports,R30,export.create,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminExportsGetJobById,ADMIN,GET,/admin-api/v1/export-jobs/{id},导出任务详情,PAGE_ACTION,ADM-EXPORT-001,Exports,R30,export.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminExportsPostDownloadToken,ADMIN,POST,/admin-api/v1/export-jobs/{id}/download-token,创建一次性下载令牌,PAGE_ACTION,ADM-EXPORT-001,Exports,R30,export.download,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminSelfGetSecurity,ADMIN,GET,/admin-api/v1/me/security,管理员安全概览,PAGE_ACTION,ADM-SECURITY-001,AdminSelf,R01,admin.self.read,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminSelfPostPasswordChange,ADMIN,POST,/admin-api/v1/me/security/password/change,修改管理员密码,PAGE_ACTION,ADM-SECURITY-001,AdminSelf,R01,admin.self.security,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminSelfPostMfaEnroll,ADMIN,POST,/admin-api/v1/me/security/mfa/enroll,开始绑定MFA,PAGE_ACTION,ADM-SECURITY-001,AdminSelf,R01,admin.self.security,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminSelfPostMfaConfirm,ADMIN,POST,/admin-api/v1/me/security/mfa/confirm,确认绑定MFA,PAGE_ACTION,ADM-SECURITY-001,AdminSelf,R01,admin.self.security,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
adminSelfPostMfaDisable,ADMIN,POST,/admin-api/v1/me/security/mfa/disable,解绑MFA,PAGE_ACTION,ADM-SECURITY-001,AdminSelf,R01,admin.self.security,由页面详细动作规格实现；共享组件允许多页面复用,FROZEN
