页面ID,页面,模块,路由,模板ID,筛选项,默认排序,表格列,冻结列,可排序字段,批量操作,行操作,详情Tab,导出字段,导出策略,脱敏规则,审批规则,确认规则,成功反馈,失败恢复,空状态,权限,数据分级,审计事件,计划版本,成熟度
ADM-RISK-001,风险事件,风控,/governance/risk/events,ADM-SECURITY,页码;每页数量;游标;状态;关键词;排序,createdAt:desc,ID;event Type;主体类型;subject Id;risk Level;风险分;状态;规则命中;创建时间;版本,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无默认批量业务写操作；除非页面规格明确，不得因表格组件能力自行增加,人工处置;创建规则版本;新增黑名单;移除黑名单,概览;业务数据;状态历史;关联对象;操作审计,ID;event Type;主体类型;subject Id;risk Level;风险分;状态;规则命中;创建时间;版本,具备页面读取和 export.create 权限可异步导出当前筛选；禁止导出未展示或无权限字段,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：risk.manage；写：risk.manage,NORMAL,admin_page_adm_risk_001_operation,R31,FROZEN_OPERATIONAL_V1.2.2
ADM-RISK-002,黑白名单,风控,/governance/risk/lists,ADM-SECURITY,页码;每页数量;游标;状态;关键词;排序,createdAt:desc,ID;event Type;主体类型;subject Id;risk Level;风险分;状态;规则命中;创建时间;版本,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无默认批量业务写操作；除非页面规格明确，不得因表格组件能力自行增加,人工处置;移除黑名单,概览;业务数据;状态历史;关联对象;操作审计,ID;event Type;主体类型;subject Id;risk Level;风险分;状态;规则命中;创建时间;版本,具备页面读取和 export.create 权限可异步导出当前筛选；禁止导出未展示或无权限字段,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：risk.manage；写：risk.manage,NORMAL,admin_page_adm_risk_002_operation,R31,FROZEN_OPERATIONAL_V1.2.2
ADM-CONFIG-001,系统配置,系统,/system/config,ADM-CONFIG,页码;每页数量;游标;状态;关键词;排序,updatedAt:desc,key;环境;脱敏值;版本;状态;生效时间;是否需重启;更新人;供应商;当前版本;草稿版本;秘密配置状态;连接状态;最后测试时间,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无默认批量业务写操作；除非页面规格明确，不得因表格组件能力自行增加,修改配置并生成版本;灰度开关;创建供应商配置版本;连接或发送测试,概览;业务数据;状态历史;关联对象;操作审计,key;环境;脱敏值;版本;状态;生效时间;是否需重启;更新人;供应商;当前版本;草稿版本;秘密配置状态;连接状态;最后测试时间,仅具备 export.create 权限可导出；异步任务、字段白名单、默认脱敏、用途必填、下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：config.manage；写：config.manage,HIGH,admin_page_adm_config_001_operation,R30,FROZEN_OPERATIONAL_V1.2.2
ADM-RBAC-001,员工角色权限,系统,/system/rbac,ADM-SECURITY,页码;每页数量;游标;状态;关键词;排序,createdAt:desc,ID;代码;名称;permission Codes;状态;版本,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无默认批量业务写操作；除非页面规格明确，不得因表格组件能力自行增加,创建后台用户;配置权限,概览;业务数据;状态历史;关联对象;操作审计,ID;代码;名称;permission Codes;状态;版本,仅具备 export.create 权限可导出；异步任务、字段白名单、默认脱敏、用途必填、下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：rbac.manage；写：rbac.manage,HIGH,admin_page_adm_rbac_001_operation,R30,FROZEN_OPERATIONAL_V1.2.2
ADM-AUDIT-001,审计日志,系统,/system/audit,ADM-SECURITY,页码;每页数量;游标;状态;关键词;排序,createdAt:desc,ID;actor Type;actor Id;action;resource Type;resource Id;request Id;ip Masked;result;创建时间,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无批量写操作,查看详情,概览;业务数据;状态历史;关联对象;操作审计,ID;actor Type;actor Id;action;resource Type;resource Id;request Id;ip Masked;result;创建时间,仅具备 export.create 权限可导出；异步任务、字段白名单、默认脱敏、用途必填、下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：audit.read；写：audit.manage,HIGH,admin_page_adm_audit_001_operation,R30,FROZEN_OPERATIONAL_V1.2.2
ADM-JOB-001,定时任务,系统,/system/jobs,ADM-CONFIG,页码;每页数量;游标;状态;关键词;排序,createdAt:desc,代码;名称;schedule;状态;last Run At;next Run At;last Result;版本,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无默认批量业务写操作；除非页面规格明确，不得因表格组件能力自行增加,手动执行,概览;业务数据;状态历史;关联对象;操作审计,代码;名称;schedule;状态;last Run At;next Run At;last Result;版本,具备页面读取和 export.create 权限可异步导出当前筛选；禁止导出未展示或无权限字段,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：job.manage；写：job.manage,NORMAL,admin_page_adm_job_001_operation,R30,FROZEN_OPERATIONAL_V1.2.2
ADM-CONFIG-002,供应商配置中心,配置中心,/system/providers,ADM-CONFIG,页码;每页数量;游标;状态;关键词;排序,updatedAt:desc,key;环境;脱敏值;版本;状态;生效时间;是否需重启;更新人;供应商;当前版本;草稿版本;秘密配置状态;连接状态;最后测试时间,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无默认批量业务写操作；除非页面规格明确，不得因表格组件能力自行增加,轮换证书并保留审计;双人复核后激活配置版本;回滚至指定已验证版本;上传加密证书或私钥文件,概览;业务数据;状态历史;关联对象;操作审计,key;环境;脱敏值;版本;状态;生效时间;是否需重启;更新人;供应商;当前版本;草稿版本;秘密配置状态;连接状态;最后测试时间,仅具备 export.create 权限可导出；异步任务、字段白名单、默认脱敏、用途必填、下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,以下操作必须绑定双人审批：双人复核后激活配置版本;回滚至指定已验证版本,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：config.manage；写：config.manage,HIGH,admin_page_adm_config_002_operation,R03,FROZEN_OPERATIONAL_V1.2.2
ADM-CONFIG-003,阿里云短信配置,配置中心,/system/providers/sms,ADM-CONFIG,页码;每页数量;游标;状态;关键词;排序,updatedAt:desc,key;环境;脱敏值;版本;状态;生效时间;是否需重启;更新人;供应商;当前版本;草稿版本;秘密配置状态;连接状态;最后测试时间,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无默认批量业务写操作；除非页面规格明确，不得因表格组件能力自行增加,修改配置并生成版本;灰度开关;创建供应商配置版本;连接或发送测试,概览;业务数据;状态历史;关联对象;操作审计,key;环境;脱敏值;版本;状态;生效时间;是否需重启;更新人;供应商;当前版本;草稿版本;秘密配置状态;连接状态;最后测试时间,仅具备 export.create 权限可导出；异步任务、字段白名单、默认脱敏、用途必填、下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：config.manage；写：config.manage,HIGH,admin_page_adm_config_003_operation,R03,FROZEN_OPERATIONAL_V1.2.2
ADM-CONFIG-004,对象存储配置,配置中心,/system/providers/storage,ADM-CONFIG,页码;每页数量;游标;状态;关键词;排序,updatedAt:desc,key;环境;脱敏值;版本;状态;生效时间;是否需重启;更新人;供应商;当前版本;草稿版本;秘密配置状态;连接状态;最后测试时间,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无默认批量业务写操作；除非页面规格明确，不得因表格组件能力自行增加,修改配置并生成版本;灰度开关;创建供应商配置版本;连接或发送测试,概览;业务数据;状态历史;关联对象;操作审计,key;环境;脱敏值;版本;状态;生效时间;是否需重启;更新人;供应商;当前版本;草稿版本;秘密配置状态;连接状态;最后测试时间,仅具备 export.create 权限可导出；异步任务、字段白名单、默认脱敏、用途必填、下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：config.manage；写：config.manage,HIGH,admin_page_adm_config_004_operation,R03,FROZEN_OPERATIONAL_V1.2.2
ADM-CONFIG-005,支付网关配置,配置中心,/system/providers/payment,ADM-FINANCE,页码;每页数量;游标;状态;关键词;排序,updatedAt:desc,key;环境;脱敏值;版本;状态;生效时间;是否需重启;更新人;供应商;当前版本;草稿版本;秘密配置状态;连接状态;最后测试时间,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无默认批量业务写操作；除非页面规格明确，不得因表格组件能力自行增加,修改配置并生成版本;灰度开关;创建供应商配置版本;连接或发送测试,概览;业务数据;状态历史;关联对象;操作审计,key;环境;脱敏值;版本;状态;生效时间;是否需重启;更新人;供应商;当前版本;草稿版本;秘密配置状态;连接状态;最后测试时间,仅具备 export.create 权限可导出；异步任务、字段白名单、默认脱敏、用途必填、下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：config.manage；写：config.manage,HIGH,admin_page_adm_config_005_operation,R03,FROZEN_OPERATIONAL_V1.2.2
ADM-CONFIG-006,支付宝企业付款配置,配置中心,/system/providers/payout,ADM-FINANCE,页码;每页数量;游标;状态;关键词;排序,updatedAt:desc,key;环境;脱敏值;版本;状态;生效时间;是否需重启;更新人;供应商;当前版本;草稿版本;秘密配置状态;连接状态;最后测试时间,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无默认批量业务写操作；除非页面规格明确，不得因表格组件能力自行增加,修改配置并生成版本;灰度开关;创建供应商配置版本;连接或发送测试,概览;业务数据;状态历史;关联对象;操作审计,key;环境;脱敏值;版本;状态;生效时间;是否需重启;更新人;供应商;当前版本;草稿版本;秘密配置状态;连接状态;最后测试时间,仅具备 export.create 权限可导出；异步任务、字段白名单、默认脱敏、用途必填、下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：config.manage；写：config.manage,HIGH,admin_page_adm_config_006_operation,R03,FROZEN_OPERATIONAL_V1.2.2
ADM-CONFIG-007,实名认证配置,配置中心,/system/providers/identity,ADM-CONFIG,页码;每页数量;游标;状态;关键词;排序,updatedAt:desc,key;环境;脱敏值;版本;状态;生效时间;是否需重启;更新人;供应商;当前版本;草稿版本;秘密配置状态;连接状态;最后测试时间,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无默认批量业务写操作；除非页面规格明确，不得因表格组件能力自行增加,修改配置并生成版本;灰度开关;创建供应商配置版本;连接或发送测试,基本信息;活体/人证结果;敏感媒体;风险;复核记录;访问审计,key;环境;脱敏值;版本;状态;生效时间;是否需重启;更新人;供应商;当前版本;草稿版本;秘密配置状态;连接状态;最后测试时间,仅具备 export.create 权限可导出；异步任务、字段白名单、默认脱敏、用途必填、下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：config.manage；写：config.manage,HIGH,admin_page_adm_config_007_operation,R03,FROZEN_OPERATIONAL_V1.2.2
ADM-CONFIG-008,域名与环境配置,配置中心,/system/domains,ADM-CONFIG,页码;每页数量;游标;状态;关键词;排序,updatedAt:desc,key;环境;脱敏值;版本;状态;生效时间;是否需重启;更新人;供应商;当前版本;草稿版本;秘密配置状态;连接状态;最后测试时间,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无默认批量业务写操作；除非页面规格明确，不得因表格组件能力自行增加,修改配置并生成版本;灰度开关;创建供应商配置版本;连接或发送测试;更新二级域名计划;验证解析和HTTPS可达性,概览;业务数据;状态历史;关联对象;操作审计,key;环境;脱敏值;版本;状态;生效时间;是否需重启;更新人;供应商;当前版本;草稿版本;秘密配置状态;连接状态;最后测试时间,仅具备 export.create 权限可导出；异步任务、字段白名单、默认脱敏、用途必填、下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：config.manage；写：config.manage,HIGH,admin_page_adm_config_008_operation,R03,FROZEN_OPERATIONAL_V1.2.2
ADM-BUILD-001,构建中心首页,App构建,/delivery/builds,ADM-DASHBOARD,页码;每页数量;游标;状态;关键词;排序,createdAt:desc,ID;名称;环境;application Id;api Base Url;web Socket Url;signing Profile Id;状态;版本;任务编号;构建配置;Git引用;提交SHA;执行步骤,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无默认批量业务写操作；除非页面规格明确，不得因表格组件能力自行增加,创建构建Profile;修改构建Profile;基于批准Git Ref创建官方App构建任务;取消可取消的构建任务,配置;任务;日志;产物;签名;发布;审计,ID;名称;环境;application Id;api Base Url;web Socket Url;signing Profile Id;状态;版本;任务编号;构建配置;Git引用;提交SHA;执行步骤,仅具备 export.create 权限可导出；异步任务、字段白名单、默认脱敏、用途必填、下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：app.build.manage；写：app.build.manage,HIGH,admin_page_adm_build_001_operation,R29,FROZEN_OPERATIONAL_V1.2.2
ADM-BUILD-002,构建配置,App构建,/delivery/builds/profiles,ADM-BUILD,页码;每页数量;游标;状态;关键词;排序,updatedAt:desc,ID;名称;环境;application Id;api Base Url;web Socket Url;signing Profile Id;状态;版本;任务编号;构建配置;Git引用;提交SHA;执行步骤,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无默认批量业务写操作；除非页面规格明确，不得因表格组件能力自行增加,修改构建Profile;取消可取消的构建任务;按原Commit重试失败任务,配置;任务;日志;产物;签名;发布;审计,ID;名称;环境;application Id;api Base Url;web Socket Url;signing Profile Id;状态;版本;任务编号;构建配置;Git引用;提交SHA;执行步骤,仅具备 export.create 权限可导出；异步任务、字段白名单、默认脱敏、用途必填、下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：app.build.manage；写：app.build.manage,HIGH,admin_page_adm_build_002_operation,R29,FROZEN_OPERATIONAL_V1.2.2
ADM-BUILD-003,签名配置,App构建,/delivery/builds/signing,ADM-BUILD,页码;每页数量;游标;状态;关键词;排序,updatedAt:desc,ID;名称;环境;application Id;api Base Url;web Socket Url;signing Profile Id;状态;版本;任务编号;构建配置;Git引用;提交SHA;执行步骤,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无默认批量业务写操作；除非页面规格明确，不得因表格组件能力自行增加,创建构建Profile;修改构建Profile;基于批准Git Ref创建官方App构建任务;取消可取消的构建任务;创建或导入受保护签名Profile;签名测试并返回证书指纹,配置;任务;日志;产物;签名;发布;审计,ID;名称;环境;application Id;api Base Url;web Socket Url;signing Profile Id;状态;版本;任务编号;构建配置;Git引用;提交SHA;执行步骤,仅具备 export.create 权限可导出；异步任务、字段白名单、默认脱敏、用途必填、下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：app.build.manage；写：app.build.manage,HIGH,admin_page_adm_build_003_operation,R29,FROZEN_OPERATIONAL_V1.2.2
ADM-BUILD-004,构建任务列表,App构建,/delivery/builds/jobs,ADM-BUILD,页码;每页数量;游标;状态;关键词;排序;disposition,createdAt:desc,ID;名称;环境;application Id;api Base Url;web Socket Url;signing Profile Id;状态;版本;任务编号;构建配置;Git引用;提交SHA;执行步骤,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无批量写操作,查看详情,配置;任务;日志;产物;签名;发布;审计,ID;名称;环境;application Id;api Base Url;web Socket Url;signing Profile Id;状态;版本;任务编号;构建配置;Git引用;提交SHA;执行步骤,仅具备 export.create 权限可导出；异步任务、字段白名单、默认脱敏、用途必填、下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：app.build.manage；写：app.build.manage,HIGH,admin_page_adm_build_004_operation,R29,FROZEN_OPERATIONAL_V1.2.2
ADM-BUILD-005,构建任务详情,App构建,/delivery/builds/jobs/:id,ADM-BUILD,页码;每页数量;游标;状态;关键词;排序,createdAt:desc,ID;名称;环境;application Id;api Base Url;web Socket Url;signing Profile Id;状态;版本;任务编号;构建配置;Git引用;提交SHA;执行步骤,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无默认批量业务写操作；除非页面规格明确，不得因表格组件能力自行增加,创建构建Profile;修改构建Profile;基于批准Git Ref创建官方App构建任务;取消可取消的构建任务,任务摘要;步骤;实时日志;产物;签名与校验;发布历史;审计,ID;名称;环境;application Id;api Base Url;web Socket Url;signing Profile Id;状态;版本;任务编号;构建配置;Git引用;提交SHA;执行步骤,仅具备 export.create 权限可导出；异步任务、字段白名单、默认脱敏、用途必填、下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：app.build.manage；写：app.build.manage,HIGH,admin_page_adm_build_005_operation,R29,FROZEN_OPERATIONAL_V1.2.2
ADM-BUILD-006,构建产物与下载,App构建,/delivery/builds/artifacts,ADM-BUILD,页码;每页数量;游标;状态;关键词;排序,createdAt:desc,ID;名称;环境;application Id;api Base Url;web Socket Url;signing Profile Id;状态;版本;任务编号;构建配置;Git引用;提交SHA;执行步骤,ID/名称;状态;主金额（财务页）;操作,createdAt;updatedAt;status;amountCent（存在时）；仅允许后端白名单,无默认批量业务写操作；除非页面规格明确，不得因表格组件能力自行增加,创建构建Profile;修改构建Profile;基于批准Git Ref创建官方App构建任务;取消可取消的构建任务,配置;任务;日志;产物;签名;发布;审计,ID;名称;环境;application Id;api Base Url;web Socket Url;signing Profile Id;状态;版本;任务编号;构建配置;Git引用;提交SHA;执行步骤,仅具备 export.create 权限可导出；异步任务、字段白名单、默认脱敏、用途必填、下载审计,手机号/身份证/支付账号/IP/设备指纹/SecretRef默认脱敏；查看原文需字段权限、会话升级、目的说明和访问审计,普通保存按页面权限；涉及资金、秘密、生产发布、永久处罚或高风险导出时自动升级为双人审批,不可逆或高影响操作展示目标、影响范围、原因、审批单、服务端version；确认文案不得使用含糊的“确定”,更新当前行/详情、状态计数和待办；显示操作结果、requestId和审计入口；禁止仅Toast不更新数据,字段错误就地提示；409重新加载差异；422保留输入；权限变化立即收回入口；首屏/翻页采用不同错误态,展示当前筛选、无数据原因和可执行下一步；不得使用无上下文的空白表格,读：app.build.manage；写：app.build.manage,HIGH,admin_page_adm_build_006_operation,R29,FROZEN_OPERATIONAL_V1.2.2
