key,group,type,default,secret,required,editable_by,approval,snapshot_on_business,runtime_reload,description,enum,lifecycle,required_in,reload_strategy,restart_required,secret_ref_policy,validator,owner,change_risk,rollback_supported,schema_version,display_name,ui_group,control_type,unit,min_value,max_value,step,pattern,option_source,help_text,risk_prompt,visible_when,enabled_when,dependency_keys,cross_field_rule_ids,approver_role,impact_scope,preview_strategy,rollback_strategy,audit_event,ui_order,ui_schema_version,maturity
withdrawal.fee.bps.quarter,withdrawal,integer,0,False,False,"['finance_operator', 'risk_manager']",TWO_PERSON,True,True,quarter比例手续费基点,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,withdrawal_owner,HIGH,True,1,quarter比例手续费基点,提现 / fee,NUMBER_INPUT,基点(1/10000),0,10000,1,,none,quarter比例手续费基点。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,withdrawal.min_amount_cent.quarter,CFG-RULE-049;CFG-RULE-050;CFG-RULE-051;CFG-RULE-052;CFG-RULE-053;CFG-RULE-054,finance_reviewer,提现领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.withdrawal.changed,11,1.2.2,FROZEN_OPERATIONAL_V1.2.2
withdrawal.daily_count.quarter,withdrawal,integer,3,False,False,"['finance_operator', 'risk_manager']",TWO_PERSON,True,True,quarter每日次数,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,withdrawal_owner,HIGH,True,1,quarter每日次数,提现 / daily count,NUMBER_INPUT,,,,,,none,quarter每日次数。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-049;CFG-RULE-050;CFG-RULE-051;CFG-RULE-052;CFG-RULE-053;CFG-RULE-054,finance_reviewer,提现领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.withdrawal.changed,12,1.2.2,FROZEN_OPERATIONAL_V1.2.2
withdrawal.min_amount_cent.year,withdrawal,integer,100,False,False,"['finance_operator', 'risk_manager']",TWO_PERSON,True,True,year最低提现分,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,withdrawal_owner,HIGH,True,1,year最低提现分,提现 / min amount cent,NUMBER_INPUT,分,0,1000000000,1,,none,year最低提现分。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-049;CFG-RULE-050;CFG-RULE-051;CFG-RULE-052;CFG-RULE-053;CFG-RULE-054,finance_reviewer,提现领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.withdrawal.changed,13,1.2.2,FROZEN_OPERATIONAL_V1.2.2
withdrawal.fee.fixed_cent.year,withdrawal,integer,0,False,False,"['finance_operator', 'risk_manager']",TWO_PERSON,True,True,year固定手续费分,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,withdrawal_owner,HIGH,True,1,year固定手续费分,提现 / fee,NUMBER_INPUT,,,,,,none,year固定手续费分。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,withdrawal.min_amount_cent.year,CFG-RULE-049;CFG-RULE-050;CFG-RULE-051;CFG-RULE-052;CFG-RULE-053;CFG-RULE-054,finance_reviewer,提现领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.withdrawal.changed,14,1.2.2,FROZEN_OPERATIONAL_V1.2.2
withdrawal.fee.bps.year,withdrawal,integer,0,False,False,"['finance_operator', 'risk_manager']",TWO_PERSON,True,True,year比例手续费基点,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,withdrawal_owner,HIGH,True,1,year比例手续费基点,提现 / fee,NUMBER_INPUT,基点(1/10000),0,10000,1,,none,year比例手续费基点。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,withdrawal.min_amount_cent.year,CFG-RULE-049;CFG-RULE-050;CFG-RULE-051;CFG-RULE-052;CFG-RULE-053;CFG-RULE-054,finance_reviewer,提现领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.withdrawal.changed,15,1.2.2,FROZEN_OPERATIONAL_V1.2.2
withdrawal.daily_count.year,withdrawal,integer,5,False,False,"['finance_operator', 'risk_manager']",TWO_PERSON,True,True,year每日次数,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,withdrawal_owner,HIGH,True,1,year每日次数,提现 / daily count,NUMBER_INPUT,,,,,,none,year每日次数。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-049;CFG-RULE-050;CFG-RULE-051;CFG-RULE-052;CFG-RULE-053;CFG-RULE-054,finance_reviewer,提现领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.withdrawal.changed,16,1.2.2,FROZEN_OPERATIONAL_V1.2.2
commission.settlement_delay_hours,referral,integer,72,False,False,"['growth_ops', 'risk_manager', 'finance_operator']",NONE,False,True,消费佣金待结算小时,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,referral_owner,MEDIUM,True,1,消费佣金待结算小时,推广佣金,NUMBER_INPUT,小时,0,8760,1,,none,消费佣金待结算小时。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-032;CFG-RULE-033;CFG-RULE-034,risk_manager,推广佣金领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.referral.changed,1,1.2.2,FROZEN_OPERATIONAL_V1.2.2
referral_activity.settlement_delay_hours,referral_activity,integer,72,False,False,"['growth_ops', 'risk_manager']",NONE,False,True,直推奖励待结算小时,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,referral_activity_owner,MEDIUM,True,1,直推奖励待结算小时,直推活跃,NUMBER_INPUT,小时,0,8760,1,,none,直推奖励待结算小时。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-035;CFG-RULE-036,risk_manager,直推活跃领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.referral_activity.changed,1,1.2.2,FROZEN_OPERATIONAL_V1.2.2
referral_activity.event.first_register_login_score,referral_activity,integer,14,False,False,"['growth_ops', 'risk_manager']",TWO_PERSON,True,True,首次注册登录活跃分,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,referral_activity_owner,HIGH,True,1,首次注册登录活跃分,直推活跃,NUMBER_INPUT,,,,,,none,首次注册登录活跃分。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-035;CFG-RULE-036,risk_manager,直推活跃领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.referral_activity.changed,2,1.2.2,FROZEN_OPERATIONAL_V1.2.2
referral_activity.event.first_approved_publish_score,referral_activity,integer,5,False,False,"['growth_ops', 'risk_manager']",TWO_PERSON,True,True,首次审核上架活跃分,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,referral_activity_owner,HIGH,True,1,首次审核上架活跃分,直推活跃,NUMBER_INPUT,,,,,,none,首次审核上架活跃分。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-035;CFG-RULE-036,risk_manager,直推活跃领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.referral_activity.changed,3,1.2.2,FROZEN_OPERATIONAL_V1.2.2
feature.personal_task_cash_reward,task,boolean,False,False,False,"['growth_ops', 'finance_operator', 'risk_manager']",NONE,False,True,个人任务现金奖励默认关闭,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,task_owner,MEDIUM,True,1,个人任务现金奖励默认关闭,个人任务,SWITCH,,,,,,none,个人任务现金奖励默认关闭。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-047;CFG-RULE-048,finance_reviewer,个人任务领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.task.changed,1,1.2.2,FROZEN_OPERATIONAL_V1.2.2
platform.brand.logo_media_id,platform,string,,False,False,"['operations_admin', 'platform_engineer']",NONE,False,True,品牌Logo媒体ID,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,platform_owner,MEDIUM,True,1,品牌Logo媒体ID,平台品牌,TEXT_INPUT,,,,,,none,品牌Logo媒体ID。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,,operations_admin,平台品牌领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.platform.changed,3,1.2.2,FROZEN_OPERATIONAL_V1.2.2
platform.customer_service.name,platform,string,合伙云客服,False,False,"['operations_admin', 'platform_engineer']",NONE,False,True,客服展示名称,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,platform_owner,MEDIUM,True,1,客服展示名称,平台品牌,TEXT_INPUT,,,,,,none,客服展示名称。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,,operations_admin,平台品牌领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.platform.changed,4,1.2.2,FROZEN_OPERATIONAL_V1.2.2
platform.customer_service.contact,platform,string,,False,False,"['operations_admin', 'platform_engineer']",NONE,False,True,客服联系方式,,VERSIONED_BUSINESS_CONFIGURATION,DEFAULT_OR_ACTIVE_VERSION,ATOMIC_HOT_RELOAD,False,NOT_SECRET,type+range+cross_field+business_invariant,platform_owner,MEDIUM,True,1,客服联系方式,平台品牌,TEXTAREA,,,,,,none,客服联系方式。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,修改后按生效策略刷新；页面展示影响范围和可回滚版本。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,,operations_admin,平台品牌领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.platform.changed,5,1.2.2,FROZEN_OPERATIONAL_V1.2.2
system.maintenance.enabled,system,boolean,False,False,False,"['platform_engineer', 'security_admin']",TWO_PERSON,False,False,系统维护开关,,ACTIVATION_GATED_CONFIGURATION,ACTIVATION_GATED,ACTIVATE_VERSION,False,NOT_SECRET,type+provider_connection_test,system_owner,HIGH,True,1,系统维护开关,系统开关,SWITCH,,,,,,none,系统维护开关。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-046,security_admin,系统开关领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.system.changed,1,1.2.2,FROZEN_OPERATIONAL_V1.2.2
system.maintenance.message,system,string,系统维护中，请稍后重试,False,False,"['platform_engineer', 'security_admin']",TWO_PERSON,False,False,维护提示,,ACTIVATION_GATED_CONFIGURATION,ACTIVATION_GATED,ACTIVATE_VERSION,False,NOT_SECRET,type+provider_connection_test,system_owner,HIGH,True,1,维护提示,系统开关,TEXTAREA,,,,,,none,维护提示。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,system.maintenance.enabled,CFG-RULE-046,security_admin,系统开关领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.system.changed,2,1.2.2,FROZEN_OPERATIONAL_V1.2.2
system.registration.enabled,system,boolean,True,False,False,"['platform_engineer', 'security_admin']",TWO_PERSON,False,False,注册总开关,,ACTIVATION_GATED_CONFIGURATION,ACTIVATION_GATED,ACTIVATE_VERSION,False,NOT_SECRET,type+provider_connection_test,system_owner,HIGH,True,1,注册总开关,系统开关,SWITCH,,,,,,none,注册总开关。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-046,security_admin,系统开关领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.system.changed,3,1.2.2,FROZEN_OPERATIONAL_V1.2.2
system.publish.enabled,system,boolean,True,False,False,"['platform_engineer', 'security_admin']",TWO_PERSON,False,False,发布总开关,,ACTIVATION_GATED_CONFIGURATION,ACTIVATION_GATED,ACTIVATE_VERSION,False,NOT_SECRET,type+provider_connection_test,system_owner,HIGH,True,1,发布总开关,系统开关,SWITCH,,,,,,none,发布总开关。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-046,security_admin,系统开关领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.system.changed,4,1.2.2,FROZEN_OPERATIONAL_V1.2.2
system.red_packet.enabled,system,boolean,True,False,False,"['platform_engineer', 'security_admin']",TWO_PERSON,False,False,红包总开关,,ACTIVATION_GATED_CONFIGURATION,ACTIVATION_GATED,ACTIVATE_VERSION,False,NOT_SECRET,type+provider_connection_test,system_owner,HIGH,True,1,红包总开关,系统开关,SWITCH,,,,,,none,红包总开关。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-046,security_admin,系统开关领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.system.changed,5,1.2.2,FROZEN_OPERATIONAL_V1.2.2
system.withdrawal.enabled,system,boolean,True,False,False,"['platform_engineer', 'security_admin']",TWO_PERSON,False,False,提现总开关,,ACTIVATION_GATED_CONFIGURATION,ACTIVATION_GATED,ACTIVATE_VERSION,False,NOT_SECRET,type+provider_connection_test,system_owner,HIGH,True,1,提现总开关,系统开关,SWITCH,,,,,,none,提现总开关。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-046,security_admin,系统开关领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.system.changed,6,1.2.2,FROZEN_OPERATIONAL_V1.2.2
ops.backup.rpo_minutes,operations,integer,15,False,False,"['platform_engineer', 'security_admin', 'auditor']",OWNER_REVIEW,False,False,数据库目标RPO分钟,,STARTUP_CONFIGURATION,"STAGING,PRODUCTION",RESTART_REQUIRED,True,NOT_SECRET,type+range+cross_field,operations_owner,HIGH,True,1,数据库目标RPO分钟,运维治理,NUMBER_INPUT,分钟,1,10080,1,,none,数据库目标RPO分钟。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-015;CFG-RULE-016,security_admin,运维治理领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.operations.changed,1,1.2.2,FROZEN_OPERATIONAL_V1.2.2
ops.recovery.rto_minutes,operations,integer,120,False,False,"['platform_engineer', 'security_admin', 'auditor']",OWNER_REVIEW,False,False,核心服务目标RTO分钟,,STARTUP_CONFIGURATION,"STAGING,PRODUCTION",RESTART_REQUIRED,True,NOT_SECRET,type+range+cross_field,operations_owner,HIGH,True,1,核心服务目标RTO分钟,运维治理,NUMBER_INPUT,分钟,1,10080,1,,none,核心服务目标RTO分钟。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-015;CFG-RULE-016,security_admin,运维治理领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.operations.changed,2,1.2.2,FROZEN_OPERATIONAL_V1.2.2
ops.audit_log.retention_days,operations,integer,1095,False,False,"['platform_engineer', 'security_admin', 'auditor']",OWNER_REVIEW,False,False,管理员审计日志保留天数,,STARTUP_CONFIGURATION,"STAGING,PRODUCTION",RESTART_REQUIRED,True,NOT_SECRET,type+range+cross_field,operations_owner,HIGH,True,1,管理员审计日志保留天数,运维治理,NUMBER_INPUT,天,0,3650,1,,none,管理员审计日志保留天数。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-015;CFG-RULE-016,security_admin,运维治理领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.operations.changed,3,1.2.2,FROZEN_OPERATIONAL_V1.2.2
ops.security_event.retention_days,operations,integer,1095,False,False,"['platform_engineer', 'security_admin', 'auditor']",OWNER_REVIEW,False,False,安全事件保留天数,,STARTUP_CONFIGURATION,"STAGING,PRODUCTION",RESTART_REQUIRED,True,NOT_SECRET,type+range+cross_field,operations_owner,HIGH,True,1,安全事件保留天数,运维治理,NUMBER_INPUT,天,0,3650,1,,none,安全事件保留天数。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-015;CFG-RULE-016,security_admin,运维治理领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.operations.changed,4,1.2.2,FROZEN_OPERATIONAL_V1.2.2
ops.alert.error_rate_percent,operations,decimal,2.0,False,False,"['platform_engineer', 'security_admin', 'auditor']",OWNER_REVIEW,False,False,错误率告警阈值,,STARTUP_CONFIGURATION,"STAGING,PRODUCTION",RESTART_REQUIRED,True,NOT_SECRET,type+range+cross_field,operations_owner,HIGH,True,1,错误率告警阈值,运维治理,NUMBER_INPUT,%,0,100,0.1,,none,错误率告警阈值。值来源、环境、生效和回滚必须遵守配置生命周期；禁止在业务代码中另设默认值。,该配置可能影响资金、安全、域名或生产流量；保存只生成草稿，审批和影响预览通过后方可激活。,当前环境和配置依赖满足；秘密字段仅显示“已配置/未配置”,具备编辑角色，当前无激活任务；涉及生产/资金/安全时会话已升级,,CFG-RULE-015;CFG-RULE-016,security_admin,运维治理领域；具体受影响页面、接口和任务由需求追踪矩阵反向查询,保存前显示旧值/新值、依赖校验、跨字段规则、受影响环境和业务快照差异,激活后保留不可变版本；通过审批回滚到最近已验证版本，不直接修改历史版本,config.operations.changed,5,1.2.2,FROZEN_OPERATIONAL_V1.2.2
