需求ID,需求标题,版本,优先级,前端页面,客户端API,后台API,数据表,状态机,配置组,配置项,页面规格,动作规格,测试用例,任务清单,DoR证据,Commit/PR,状态
REQ-CONTACT-001,详情页获取联系方式,R07/R08/R09/R10/R11,P0,SCR-DETAIL-001;SCR-DETAIL-002;SCR-DETAIL-003;SCR-DETAIL-004;SHEET-CONTACT-001;SHEET-CONTENT-INVALID-001,GET /api/v1/contents/{id};POST /api/v1/contents/{id}/contacts/{channel}/access;POST /api/v1/conversations/direct;POST /api/v1/contents/{id}/favorite;POST /api/v1/contents/{id}/share;POST /api/v1/contents/{id}/invalid-feedback,N/A_NO_ADMIN_API,content_posts;content_versions;content_status_logs;content_review_records;content_media;content_contacts;content_stats;content_favorites;content_view_logs;content_contact_access_logs;conversations;conversation_members;chat_messages;chat_read_receipts;user_blocks;chat_reports,CONTENT_STATUS,content;chat;storage;analytics,content.limit.normal.online;content.limit.month.online;content.limit.quarter.online;content.limit.year.online;content.team_leader_per_account;content.limit.normal.pending;content.limit.normal.drafts;content.limit.normal.daily_submissions;content.limit.month.pending;content.limit.month.drafts;content.limit.month.daily_submissions;content.limit.quarter.pending;content.limit.quarter.drafts;content.limit.quarter.daily_submissions;content.limit.year.pending;content.limit.year.drafts;content.limit.year.daily_submissions;content.title.max_chars;content.summary.max_chars;content.body.max_chars;content.media.max_images.project;content.media.max_images.app;content.media.max_images.group;content.media.max_images.team_leader;content.online_edit.review_strategy;content.contact.access_audit_enabled;chat.stranger.daily_conversation_limit;chat.message.per_minute_limit;chat.image.max_mb;chat.history.retention_days;storage.default_provider;storage.scope.public_media.provider;storage.scope.private_kyc.provider;storage.scope.private_chat.provider;storage.scope.audit_evidence.provider;storage.scope.apk_release.provider;storage.scope.backup.provider;storage.r2.account_id;storage.r2.access_key_id;storage.r2.secret_access_key;storage.r2.endpoint;storage.r2.public_domain;storage.r2.bucket.public_media;storage.r2.bucket.private_kyc;storage.r2.bucket.private_chat;storage.r2.bucket.audit_evidence;storage.r2.bucket.apk_release;storage.r2.bucket.backup;storage.aliyun_oss.endpoint;storage.aliyun_oss.region;storage.aliyun_oss.access_key_id;storage.aliyun_oss.access_key_secret;storage.aliyun_oss.public_domain;storage.aliyun_oss.bucket.public_media;storage.aliyun_oss.bucket.private_kyc;storage.aliyun_oss.bucket.private_chat;storage.aliyun_oss.bucket.audit_evidence;storage.aliyun_oss.bucket.apk_release;storage.aliyun_oss.bucket.backup;storage.upload.max_image_mb;storage.signed_url.ttl_seconds;storage.upload.image.allowed_mime;storage.upload.image.max_mb;storage.upload.chat_image.max_mb;storage.upload.kyc_image.max_mb;storage.upload.apk.max_mb;storage.private_preview.ttl_seconds;storage.delete.delay_hours;storage.migration.batch_size;analytics.event.retention_days;analytics.traffic_types,catalogs/ui_page_specifications.csv;docs/02-ui/page-specs/,catalogs/ui_action_matrix.csv,TST-CONTACT_001-HAPPY;TST-CONTACT_001-IDEMPOTENT;TST-CONTACT_001-REJECT,releases/R07/STORIES.yaml;releases/R07/TASKS.yaml;releases/R08/STORIES.yaml;releases/R08/TASKS.yaml;releases/R09/STORIES.yaml;releases/R09/TASKS.yaml;releases/R10/STORIES.yaml;releases/R10/TASKS.yaml;releases/R11/STORIES.yaml;releases/R11/TASKS.yaml,catalogs/release_definition_of_ready.csv,开发后由CI回填,FROZEN_READY_V1.2.2
REQ-CHAT-001,一对一即时通讯,R14,P1,SCR-MSG-001;SCR-CHAT-001;SCR-CHAT-002;SHEET-CHAT-001;SHEET-CHAT-002,GET /api/v1/conversations;GET /api/v1/notifications;GET /api/v1/announcements;GET /api/v1/conversations/{id}/messages;POST /api/v1/conversations/{id}/messages;POST /api/v1/conversations/{id}/read;POST /api/v1/conversations/{id}/report,N/A_NO_ADMIN_API,conversations;conversation_members;chat_messages;chat_read_receipts;user_blocks;chat_reports;notifications;notification_deliveries;announcements;announcement_reads,CONTENT_STATUS,chat;notification,chat.stranger.daily_conversation_limit;chat.message.per_minute_limit;chat.image.max_mb;chat.history.retention_days;notification.marketing.default_enabled;notification.quiet_hours.start;notification.quiet_hours.end,catalogs/ui_page_specifications.csv;docs/02-ui/page-specs/,catalogs/ui_action_matrix.csv,TST-CHAT_001-HAPPY;TST-CHAT_001-IDEMPOTENT;TST-CHAT_001-REJECT,releases/R14/STORIES.yaml;releases/R14/TASKS.yaml,catalogs/release_definition_of_ready.csv,开发后由CI回填,FROZEN_READY_V1.2.2
REQ-MEMBER-001,统一Pro会员,R18,P1,SCR-MEMBER-001;SCR-MEMBER-002;SCR-MEMBER-003;SCR-MEMBER-004,GET /api/v1/membership/skus;GET /api/v1/me/membership;POST /api/v1/membership/orders;POST /api/v1/membership/upgrade-quotes;POST /api/v1/membership/upgrade-orders,N/A_NO_ADMIN_API,membership_plans;membership_skus;user_memberships;membership_entitlement_segments;membership_benefit_snapshots;membership_upgrade_quotes,ORDER_STATUS,membership;payment,membership.upgrade.time_precision;membership.upgrade.rounding;membership.upgrade.preserve_gift_days;membership.public_badge.text;membership.public_badge.enabled;payment.active_gateway;payment.caihong.base_url;payment.caihong.merchant_id;payment.caihong.merchant_key;payment.caihong.sign_type;payment.caihong.enabled_channels;payment.notify_url;payment.return_url;payment.order_timeout_seconds;payment.query.max_attempts;payment.query.interval_seconds;payment.callback.ip_whitelist_enabled;payment.webview.allowed_hosts;payment.webview.allowed_schemes;payment.channel.reversal_auto_freeze,catalogs/ui_page_specifications.csv;docs/02-ui/page-specs/,catalogs/ui_action_matrix.csv,TST-MEMBER_001-HAPPY;TST-MEMBER_001-IDEMPOTENT;TST-MEMBER_001-REJECT,releases/R18/STORIES.yaml;releases/R18/TASKS.yaml,catalogs/release_definition_of_ready.csv,开发后由CI回填,FROZEN_READY_V1.2.2
REQ-MEMBER-002,补差升级,R18,P1,SCR-MEMBER-001;SCR-MEMBER-002;SCR-MEMBER-003;SCR-MEMBER-004,GET /api/v1/membership/skus;GET /api/v1/me/membership;POST /api/v1/membership/orders;POST /api/v1/membership/upgrade-quotes;POST /api/v1/membership/upgrade-orders,N/A_NO_ADMIN_API,membership_plans;membership_skus;user_memberships;membership_entitlement_segments;membership_benefit_snapshots;membership_upgrade_quotes,ORDER_STATUS,membership;payment,membership.upgrade.time_precision;membership.upgrade.rounding;membership.upgrade.preserve_gift_days;membership.public_badge.text;membership.public_badge.enabled;payment.active_gateway;payment.caihong.base_url;payment.caihong.merchant_id;payment.caihong.merchant_key;payment.caihong.sign_type;payment.caihong.enabled_channels;payment.notify_url;payment.return_url;payment.order_timeout_seconds;payment.query.max_attempts;payment.query.interval_seconds;payment.callback.ip_whitelist_enabled;payment.webview.allowed_hosts;payment.webview.allowed_schemes;payment.channel.reversal_auto_freeze,catalogs/ui_page_specifications.csv;docs/02-ui/page-specs/,catalogs/ui_action_matrix.csv,TST-MEMBER_002-HAPPY;TST-MEMBER_002-IDEMPOTENT;TST-MEMBER_002-REJECT,releases/R18/STORIES.yaml;releases/R18/TASKS.yaml,catalogs/release_definition_of_ready.csv,开发后由CI回填,FROZEN_READY_V1.2.2
REQ-PROP-001,四种道具,R19,P1,SCR-PROP-001;SCR-PROP-002;SCR-PROP-003,GET /api/v1/props/store;POST /api/v1/props/orders;GET /api/v1/me/props;POST /api/v1/me/props/{id}/use,N/A_NO_ADMIN_API,prop_products;prop_skus;user_props;content_exposure_entitlements;content_refresh_records;headline_slot_bookings;prop_execution_logs,ORDER_STATUS,props;payment,props.top_duration_seconds;props.headline_duration_seconds;props.color_duration_seconds;props.refresh_cooldown_seconds;props.same_type.stack_duration;props.same_page.deduplicate_content;props.refresh.daily_limit.normal;props.refresh.daily_limit.month;props.refresh.daily_limit.quarter;props.refresh.daily_limit.year;props.max_stack_days;payment.active_gateway;payment.caihong.base_url;payment.caihong.merchant_id;payment.caihong.merchant_key;payment.caihong.sign_type;payment.caihong.enabled_channels;payment.notify_url;payment.return_url;payment.order_timeout_seconds;payment.query.max_attempts;payment.query.interval_seconds;payment.callback.ip_whitelist_enabled;payment.webview.allowed_hosts;payment.webview.allowed_schemes;payment.channel.reversal_auto_freeze,catalogs/ui_page_specifications.csv;docs/02-ui/page-specs/,catalogs/ui_action_matrix.csv,TST-PROP_001-HAPPY;TST-PROP_001-IDEMPOTENT;TST-PROP_001-REJECT,releases/R19/STORIES.yaml;releases/R19/TASKS.yaml,catalogs/release_definition_of_ready.csv,开发后由CI回填,FROZEN_READY_V1.2.2
REQ-RP-001,一内容一活动,R20,P1,SCR-RP-ADV-001;SCR-RP-ADV-002;SCR-RP-ADV-003;SCR-RP-ADV-004;SCR-RP-ADV-005;SCR-RP-ADV-006,GET /api/v1/me/red-packet-campaigns;POST /api/v1/red-packet-campaigns;GET /api/v1/red-packet-campaigns/{id};POST /api/v1/red-packet-campaigns/{id}/submit-review;POST /api/v1/red-packet-campaigns/{id}/quote;POST /api/v1/red-packet-campaigns/{id}/orders;GET /api/v1/me/red-packet-campaigns/{id}/analytics;POST /api/v1/red-packet-campaigns/{id}/pause;POST /api/v1/red-packet-campaigns/{id}/resume;POST /api/v1/red-packet-campaigns/{id}/close;POST /api/v1/red-packet-campaigns/{id}/increase-quotes;POST /api/v1/red-packet-campaigns/{id}/increase-orders,N/A_NO_ADMIN_API,red_packet_campaigns;red_packet_campaign_versions;red_packet_quotes;red_packet_orders;red_packet_stock;red_packet_view_sessions;red_packet_reservations;red_packet_claims;red_packet_ledger;reward_ledger;outbox_events,RED_PACKET_STATUS,red_packet;payment,red_packet.default_view_seconds;red_packet.reservation_min_seconds;red_packet.unit_amount_min_cent;red_packet.unit_amount_max_cent;red_packet.min_count;red_packet.service_fee_bps;red_packet.one_active_per_content;red_packet.allow_raise_unit_amount;red_packet.allow_refund;red_packet.view_seconds.min;red_packet.view_seconds.max;red_packet.reservation_extra_seconds;red_packet.reservation_max_seconds;red_packet.max_count;red_packet.claim_per_user;red_packet.heartbeat_interval_seconds;red_packet.session_timeout_seconds;red_packet.settlement_delay_hours;red_packet.pause_max_days;red_packet.owner_close_allowed;red_packet.member_fee_discount_bps.normal;red_packet.member_fee_discount_bps.month;red_packet.member_fee_discount_bps.quarter;red_packet.member_fee_discount_bps.year;red_packet.min_service_fee_cent;red_packet.risk.new_account_hold_hours;payment.active_gateway;payment.caihong.base_url;payment.caihong.merchant_id;payment.caihong.merchant_key;payment.caihong.sign_type;payment.caihong.enabled_channels;payment.notify_url;payment.return_url;payment.order_timeout_seconds;payment.query.max_attempts;payment.query.interval_seconds;payment.callback.ip_whitelist_enabled;payment.webview.allowed_hosts;payment.webview.allowed_schemes;payment.channel.reversal_auto_freeze,catalogs/ui_page_specifications.csv;docs/02-ui/page-specs/,catalogs/ui_action_matrix.csv,TST-RP_001-CONCURRENCY;TST-RP_001-HAPPY;TST-RP_001-IDEMPOTENT;TST-RP_001-RECOVERY;TST-RP_001-REJECT,releases/R20/STORIES.yaml;releases/R20/TASKS.yaml,catalogs/release_definition_of_ready.csv,开发后由CI回填,FROZEN_READY_V1.2.2
REQ-RP-002,提高剩余红包金额,R21,P1,,N/A_NO_CLIENT_API,N/A_NO_ADMIN_API,red_packet_campaigns;red_packet_campaign_versions;red_packet_quotes;red_packet_orders;red_packet_stock;red_packet_view_sessions;red_packet_heartbeats;red_packet_reservations;red_packet_claims;red_packet_task_evidence;red_packet_ledger;red_packet_campaign_stats,RED_PACKET_STATUS,red_packet;payment,red_packet.default_view_seconds;red_packet.reservation_min_seconds;red_packet.unit_amount_min_cent;red_packet.unit_amount_max_cent;red_packet.min_count;red_packet.service_fee_bps;red_packet.one_active_per_content;red_packet.allow_raise_unit_amount;red_packet.allow_refund;red_packet.view_seconds.min;red_packet.view_seconds.max;red_packet.reservation_extra_seconds;red_packet.reservation_max_seconds;red_packet.max_count;red_packet.claim_per_user;red_packet.heartbeat_interval_seconds;red_packet.session_timeout_seconds;red_packet.settlement_delay_hours;red_packet.pause_max_days;red_packet.owner_close_allowed;red_packet.member_fee_discount_bps.normal;red_packet.member_fee_discount_bps.month;red_packet.member_fee_discount_bps.quarter;red_packet.member_fee_discount_bps.year;red_packet.min_service_fee_cent;red_packet.risk.new_account_hold_hours;payment.active_gateway;payment.caihong.base_url;payment.caihong.merchant_id;payment.caihong.merchant_key;payment.caihong.sign_type;payment.caihong.enabled_channels;payment.notify_url;payment.return_url;payment.order_timeout_seconds;payment.query.max_attempts;payment.query.interval_seconds;payment.callback.ip_whitelist_enabled;payment.webview.allowed_hosts;payment.webview.allowed_schemes;payment.channel.reversal_auto_freeze,catalogs/ui_page_specifications.csv;docs/02-ui/page-specs/,catalogs/ui_action_matrix.csv,TST-RP_002-CONCURRENCY;TST-RP_002-HAPPY;TST-RP_002-IDEMPOTENT;TST-RP_002-RECOVERY;TST-RP_002-REJECT,releases/R21/STORIES.yaml;releases/R21/TASKS.yaml,catalogs/release_definition_of_ready.csv,开发后由CI回填,FROZEN_READY_V1.2.2
REQ-RP-003,详情有效浏览领取,R22,P1,SCR-RP-001;SCR-RP-002;SCR-RP-003;SHEET-RP-001;SCR-RP-004,GET /api/v1/red-packet-campaigns;GET /api/v1/red-packet-campaigns/{id};POST /api/v1/red-packet-campaigns/{id}/view-sessions;POST /api/v1/red-packet-view-sessions/{id}/heartbeat;POST /api/v1/red-packet-view-sessions/{id}/claim;POST /api/v1/red-packet-view-sessions/{id}/cancel;GET /api/v1/me/reward-account;GET /api/v1/me/red-packet-claims,N/A_NO_ADMIN_API,red_packet_campaigns;red_packet_campaign_versions;red_packet_quotes;red_packet_orders;red_packet_stock;red_packet_view_sessions;red_packet_reservations;red_packet_claims;red_packet_ledger;reward_ledger;outbox_events;reward_accounts;reward_settlements;reward_freezes;accounting_entries,RED_PACKET_STATUS,red_packet;payment;withdrawal,red_packet.default_view_seconds;red_packet.reservation_min_seconds;red_packet.unit_amount_min_cent;red_packet.unit_amount_max_cent;red_packet.min_count;red_packet.service_fee_bps;red_packet.one_active_per_content;red_packet.allow_raise_unit_amount;red_packet.allow_refund;red_packet.view_seconds.min;red_packet.view_seconds.max;red_packet.reservation_extra_seconds;red_packet.reservation_max_seconds;red_packet.max_count;red_packet.claim_per_user;red_packet.heartbeat_interval_seconds;red_packet.session_timeout_seconds;red_packet.settlement_delay_hours;red_packet.pause_max_days;red_packet.owner_close_allowed;red_packet.member_fee_discount_bps.normal;red_packet.member_fee_discount_bps.month;red_packet.member_fee_discount_bps.quarter;red_packet.member_fee_discount_bps.year;red_packet.min_service_fee_cent;red_packet.risk.new_account_hold_hours;payment.active_gateway;payment.caihong.base_url;payment.caihong.merchant_id;payment.caihong.merchant_key;payment.caihong.sign_type;payment.caihong.enabled_channels;payment.notify_url;payment.return_url;payment.order_timeout_seconds;payment.query.max_attempts;payment.query.interval_seconds;payment.callback.ip_whitelist_enabled;payment.webview.allowed_hosts;payment.webview.allowed_schemes;payment.channel.reversal_auto_freeze;withdrawal.min_amount_cent.normal;withdrawal.fee.fixed_cent.normal;withdrawal.fee.bps.normal;withdrawal.daily_count.normal;withdrawal.min_amount_cent.month;withdrawal.fee.fixed_cent.month;withdrawal.fee.bps.month;withdrawal.daily_count.month;withdrawal.min_amount_cent.quarter;withdrawal.fee.fixed_cent.quarter;withdrawal.fee.bps.quarter;withdrawal.daily_count.quarter;withdrawal.min_amount_cent.year;withdrawal.fee.fixed_cent.year;withdrawal.fee.bps.year;withdrawal.daily_count.year;withdrawal.max_amount_cent.normal;withdrawal.daily_total_cent.normal;withdrawal.monthly_total_cent.normal;withdrawal.monthly_free_count.normal;withdrawal.max_amount_cent.month;withdrawal.daily_total_cent.month;withdrawal.monthly_total_cent.month;withdrawal.monthly_free_count.month;withdrawal.max_amount_cent.quarter;withdrawal.daily_total_cent.quarter;withdrawal.monthly_total_cent.quarter;withdrawal.monthly_free_count.quarter;withdrawal.max_amount_cent.year;withdrawal.daily_total_cent.year;withdrawal.monthly_total_cent.year;withdrawal.monthly_free_count.year;withdrawal.account_change_cooldown_hours;withdrawal.new_device_wait_hours;withdrawal.auto_review_threshold_cent;withdrawal.open_time_windows,catalogs/ui_page_specifications.csv;docs/02-ui/page-specs/,catalogs/ui_action_matrix.csv,TST-RP_003-CONCURRENCY;TST-RP_003-HAPPY;TST-RP_003-IDEMPOTENT;TST-RP_003-RECOVERY;TST-RP_003-REJECT,releases/R22/STORIES.yaml;releases/R22/TASKS.yaml,catalogs/release_definition_of_ready.csv,开发后由CI回填,FROZEN_READY_V1.2.2
REQ-PAY-001,H5统一收银台,R17/R30,P0,H5-008;H5-009,GET /api/v1/orders/{orderNo}/cashier;POST /api/v1/orders/{orderNo}/payments;GET /api/v1/orders/{orderNo}/payment-status,N/A_NO_ADMIN_API,orders;payment_transactions;payment_callbacks;payment_exception_orders;payment_reconciliation_records;accounting_transactions;accounting_entries,ORDER_STATUS,payment,payment.active_gateway;payment.caihong.base_url;payment.caihong.merchant_id;payment.caihong.merchant_key;payment.caihong.sign_type;payment.caihong.enabled_channels;payment.notify_url;payment.return_url;payment.order_timeout_seconds;payment.query.max_attempts;payment.query.interval_seconds;payment.callback.ip_whitelist_enabled;payment.webview.allowed_hosts;payment.webview.allowed_schemes;payment.channel.reversal_auto_freeze,catalogs/ui_page_specifications.csv;docs/02-ui/page-specs/,catalogs/ui_action_matrix.csv,TST-PAY_001-CONCURRENCY;TST-PAY_001-HAPPY;TST-PAY_001-IDEMPOTENT;TST-PAY_001-RECOVERY;TST-PAY_001-REJECT,releases/R17/STORIES.yaml;releases/R17/TASKS.yaml;releases/R30/STORIES.yaml;releases/R30/TASKS.yaml,catalogs/release_definition_of_ready.csv,开发后由CI回填,FROZEN_READY_V1.2.2
REQ-NOREFUND-001,虚拟服务不退款,R16,P0,SCR-ORDER-001;SCR-ORDER-002,GET /api/v1/me/orders;GET /api/v1/me/orders/{orderNo},N/A_NO_ADMIN_API,orders;order_items;order_price_snapshots,ORDER_STATUS,payment,payment.active_gateway;payment.caihong.base_url;payment.caihong.merchant_id;payment.caihong.merchant_key;payment.caihong.sign_type;payment.caihong.enabled_channels;payment.notify_url;payment.return_url;payment.order_timeout_seconds;payment.query.max_attempts;payment.query.interval_seconds;payment.callback.ip_whitelist_enabled;payment.webview.allowed_hosts;payment.webview.allowed_schemes;payment.channel.reversal_auto_freeze,catalogs/ui_page_specifications.csv;docs/02-ui/page-specs/,catalogs/ui_action_matrix.csv,TST-NOREFUND_001-HAPPY;TST-NOREFUND_001-IDEMPOTENT;TST-NOREFUND_001-REJECT,releases/R16/STORIES.yaml;releases/R16/TASKS.yaml,catalogs/release_definition_of_ready.csv,开发后由CI回填,FROZEN_READY_V1.2.2
REQ-REWARD-001,统一奖励账户,R24,P1,SHEET-RP-001;SCR-REWARD-001;SCR-REWARD-002;ADM-REWARD-001;ADM-REWARD-002,POST /api/v1/red-packet-view-sessions/{id}/claim;GET /api/v1/me/reward-account;GET /api/v1/me/reward-ledger,GET /admin-api/v1/reward-accounts;GET /admin-api/v1/reward-accounts/{userId}/ledger;POST /admin-api/v1/reward-adjustments,red_packet_campaigns;red_packet_campaign_versions;red_packet_quotes;red_packet_orders;red_packet_stock;red_packet_view_sessions;red_packet_reservations;red_packet_claims;red_packet_ledger;reward_ledger;outbox_events;reward_accounts;reward_settlements;reward_freezes;accounting_entries,REWARD_STATUS,withdrawal;payout;red_packet;platform,withdrawal.min_amount_cent.normal;withdrawal.fee.fixed_cent.normal;withdrawal.fee.bps.normal;withdrawal.daily_count.normal;withdrawal.min_amount_cent.month;withdrawal.fee.fixed_cent.month;withdrawal.fee.bps.month;withdrawal.daily_count.month;withdrawal.min_amount_cent.quarter;withdrawal.fee.fixed_cent.quarter;withdrawal.fee.bps.quarter;withdrawal.daily_count.quarter;withdrawal.min_amount_cent.year;withdrawal.fee.fixed_cent.year;withdrawal.fee.bps.year;withdrawal.daily_count.year;withdrawal.max_amount_cent.normal;withdrawal.daily_total_cent.normal;withdrawal.monthly_total_cent.normal;withdrawal.monthly_free_count.normal;withdrawal.max_amount_cent.month;withdrawal.daily_total_cent.month;withdrawal.monthly_total_cent.month;withdrawal.monthly_free_count.month;withdrawal.max_amount_cent.quarter;withdrawal.daily_total_cent.quarter;withdrawal.monthly_total_cent.quarter;withdrawal.monthly_free_count.quarter;withdrawal.max_amount_cent.year;withdrawal.daily_total_cent.year;withdrawal.monthly_total_cent.year;withdrawal.monthly_free_count.year;withdrawal.account_change_cooldown_hours;withdrawal.new_device_wait_hours;withdrawal.auto_review_threshold_cent;withdrawal.open_time_windows;payout.active_gateway;payout.alipay.app_id;payout.alipay.merchant_id;payout.alipay.private_key_certificate_id;payout.alipay.app_public_certificate_id;payout.alipay.alipay_public_certificate_id;payout.alipay.root_certificate_id;payout.alipay.gateway_url;payout.notify_url;payout.request.timeout_ms;payout.query.max_attempts;payout.query.interval_seconds;payout.account_name_must_match_identity;payout.auto_enabled;red_packet.default_view_seconds;red_packet.reservation_min_seconds;red_packet.unit_amount_min_cent;red_packet.unit_amount_max_cent;red_packet.min_count;red_packet.service_fee_bps;red_packet.one_active_per_content;red_packet.allow_raise_unit_amount;red_packet.allow_refund;red_packet.view_seconds.min;red_packet.view_seconds.max;red_packet.reservation_extra_seconds;red_packet.reservation_max_seconds;red_packet.max_count;red_packet.claim_per_user;red_packet.heartbeat_interval_seconds;red_packet.session_timeout_seconds;red_packet.settlement_delay_hours;red_packet.pause_max_days;red_packet.owner_close_allowed;red_packet.member_fee_discount_bps.normal;red_packet.member_fee_discount_bps.month;red_packet.member_fee_discount_bps.quarter;red_packet.member_fee_discount_bps.year;red_packet.min_service_fee_cent;red_packet.risk.new_account_hold_hours;platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,catalogs/ui_page_specifications.csv;docs/02-ui/page-specs/,catalogs/ui_action_matrix.csv,TST-REWARD_001-CONCURRENCY;TST-REWARD_001-HAPPY;TST-REWARD_001-IDEMPOTENT;TST-REWARD_001-RECOVERY;TST-REWARD_001-REJECT,releases/R24/STORIES.yaml;releases/R24/TASKS.yaml,catalogs/release_definition_of_ready.csv,开发后由CI回填,FROZEN_READY_V1.2.2
