页面ID,平台,路由,允许入口,成功出口,取消/返回,未登录处理,无权限处理,资源不存在处理,深链规则,返回栈规则,成熟度
H5-008,H5,/cashier/{orderNo},外部链接、搜索引擎、分享卡片、邀请链接、支付/实名回跳或App内WebView,按动作成功后导航列执行；未指定时留在当前页并刷新,优先返回App或来源页；无App环境时进入下载/帮助；禁止回到含敏感参数的URL,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,允许HTTPS外链；查询参数白名单；邀请/归因/state使用一次性或签名校验,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
H5-009,H5,/payment/result,外部链接、搜索引擎、分享卡片、邀请链接、支付/实名回跳或App内WebView,按动作成功后导航列执行；未指定时留在当前页并刷新,优先返回App或来源页；无App环境时进入下载/帮助；禁止回到含敏感参数的URL,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,允许HTTPS外链；查询参数白名单；邀请/归因/state使用一次性或签名校验,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
H5-010,H5,/agreement/{code},外部链接、搜索引擎、分享卡片、邀请链接、支付/实名回跳或App内WebView,按动作成功后导航列执行；未指定时留在当前页并刷新,优先返回App或来源页；无App环境时进入下载/帮助；禁止回到含敏感参数的URL,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,允许HTTPS外链；查询参数白名单；邀请/归因/state使用一次性或签名校验,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
H5-011,H5,/help/{id},外部链接、搜索引擎、分享卡片、邀请链接、支付/实名回跳或App内WebView,按动作成功后导航列执行；未指定时留在当前页并刷新,优先返回App或来源页；无App环境时进入下载/帮助；禁止回到含敏感参数的URL,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,允许HTTPS外链；查询参数白名单；邀请/归因/state使用一次性或签名校验,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
H5-012,H5,/identity/callback,外部链接、搜索引擎、分享卡片、邀请链接、支付/实名回跳或App内WebView,按动作成功后导航列执行；未指定时留在当前页并刷新,优先返回App或来源页；无App环境时进入下载/帮助；禁止回到含敏感参数的URL,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,允许HTTPS外链；查询参数白名单；邀请/归因/state使用一次性或签名校验,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-DASH-001,ADMIN,/dashboard,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-USER-001,ADMIN,/users,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-USER-002,ADMIN,/users/:id,从对应列表行、待办、审计记录或直接授权链接进入,按动作成功后导航列执行；未指定时留在当前页并刷新,返回来源列表并保持筛选、排序、页码和滚动位置,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-ID-001,ADMIN,/identity,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-ID-002,ADMIN,/identity/:id,从对应列表行、待办、审计记录或直接授权链接进入,按动作成功后导航列执行；未指定时留在当前页并刷新,返回来源列表并保持筛选、排序、页码和滚动位置,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-CONTENT-001,ADMIN,/contents,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-CONTENT-002,ADMIN,/contents/:id,从对应列表行、待办、审计记录或直接授权链接进入,按动作成功后导航列执行；未指定时留在当前页并刷新,返回来源列表并保持筛选、排序、页码和滚动位置,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-CONTENT-003,ADMIN,/contents/dictionaries,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-REVIEW-001,ADMIN,/reviews,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-RP-001,ADMIN,/red-packets,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-RP-002,ADMIN,/red-packets/:id,从对应列表行、待办、审计记录或直接授权链接进入,按动作成功后导航列执行；未指定时留在当前页并刷新,返回来源列表并保持筛选、排序、页码和滚动位置,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-RP-003,ADMIN,/red-packets/review,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-RP-004,ADMIN,/red-packets/risk,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-PROD-001,ADMIN,/commerce/products,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-ORDER-001,ADMIN,/commerce/orders,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-PAY-001,ADMIN,/commerce/payments,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-RECON-001,ADMIN,/commerce/reconciliation,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-REWARD-001,ADMIN,/finance/reward-accounts,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-REWARD-002,ADMIN,/finance/reward-ledger,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-WD-001,ADMIN,/finance/withdrawals,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-WD-002,ADMIN,/finance/withdrawals/:id,从对应列表行、待办、审计记录或直接授权链接进入,按动作成功后导航列执行；未指定时留在当前页并刷新,返回来源列表并保持筛选、排序、页码和滚动位置,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-MEMBER-001,ADMIN,/commerce/membership/skus,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-MEMBER-002,ADMIN,/commerce/membership/users,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-PROP-001,ADMIN,/commerce/props/products,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-PROP-002,ADMIN,/commerce/props/slots,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-PROP-003,ADMIN,/commerce/props/executions,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-REF-001,ADMIN,/growth/referrals,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-REF-002,ADMIN,/growth/commissions/policies,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-REF-003,ADMIN,/growth/commissions/records,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-REF-004,ADMIN,/growth/referral-activity/rules,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-REF-005,ADMIN,/growth/referral-activity/progress,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-REF-006,ADMIN,/growth/referral-activity/matrix,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-TASK-001,ADMIN,/growth/tasks/definitions,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-TASK-002,ADMIN,/growth/tasks/progress,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-CHAT-001,ADMIN,/governance/chat-reports,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-SUPPORT-001,ADMIN,/support/tickets,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-CMS-001,ADMIN,/operations/cms/home,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-CMS-002,ADMIN,/operations/cms/h5,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-CMS-003,ADMIN,/operations/cms/content,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-APP-001,ADMIN,/delivery/app-versions,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-RISK-001,ADMIN,/governance/risk/events,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-RISK-002,ADMIN,/governance/risk/lists,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-CONFIG-001,ADMIN,/system/config,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-RBAC-001,ADMIN,/system/rbac,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-AUDIT-001,ADMIN,/system/audit,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-JOB-001,ADMIN,/system/jobs,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-CONFIG-002,ADMIN,/system/providers,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
ADM-CONFIG-003,ADMIN,/system/providers/sms,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按动作成功后导航列执行；未指定时留在当前页并刷新,按面包屑返回；跨模块跳转必须保留来源上下文,保存原目标并进入登录；公开H5除外,展示无权限，不泄露资源存在性；返回安全上级,展示明确空/失效状态并从来源列表移除无效入口,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,单一来源栈；回跳页清理敏感参数；弹层关闭恢复焦点,FROZEN_V1.2.2
