页面ID,平台,模块,页面名称,路由,页面形态,模板ID,业务目标,主要角色,访问规则,数据分级,入口路径,退出与返回,页面区域,字段规格,状态规格,动作规格,导航规则,刷新策略,分页策略,离线策略,关联需求,关联API,operationId,配置组,关键配置项,测试ID,UI参考,计划版本,DoR状态,成熟度
ADM-REF-005,ADMIN,推广,直推进度,/growth/referral-activity/progress,PAGE,ADM-LIST,每条关系独立,具备 referral.read 的后台员工；写操作另需 referral.manage,referral.read,NORMAL,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按面包屑返回；跨模块跳转必须保留来源上下文,页标题/说明|筛选区|统计/批量操作|表格|分页,catalogs/ui_page_fields.csv#ADM-REF-005,catalogs/ui_page_states.csv#ADM-REF-005,catalogs/ui_action_matrix.csv#ADM-REF-005,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,后台页码或cursor二选一；默认20，最大100；筛选写入URL；默认排序由页面运营规格冻结,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-REF-001;REQ-REF-ACT-002,GET /admin-api/v1/referral-relations;POST /admin-api/v1/referral-relations/{inviteeId}/adjust;GET /admin-api/v1/commission-policies;POST /admin-api/v1/commission-policies;GET /admin-api/v1/commissions;GET /admin-api/v1/referral-activity/rules;POST /admin-api/v1/referral-activity/rule-versions;GET /admin-api/v1/referral-activity/progress,adminReferralGetReferralRelations;adminReferralPostReferralRelationsByInviteeidAdjust;adminReferralGetCommissionPolicies;adminReferralPostCommissionPolicies;adminReferralGetCommissions;adminReferralActivityGetReferralActivityRules;adminReferralActivityPostReferralActivityRuleVersions;adminReferralActivityGetReferralActivityProgress,referral,commission.settlement_delay_hours;referral.max_commission_level;referral.binding_mode;referral.relation_change_allowed;referral.attribution_days;referral.block_self_invite;referral.block_same_device;referral.red_packet_principal_commissionable,TST-REF_001-HAPPY;TST-REF_ACT_002-HAPPY;TST-REF_001-IDEMPOTENT;TST-REF_ACT_002-IDEMPOTENT,TOKENS_ONLY,R26,READY,FROZEN_CONSTRUCTION_V1.2.2
ADM-REF-006,ADMIN,推广,阶梯奖励矩阵,/growth/referral-activity/matrix,PAGE,ADM-FINANCE,档位×会员,具备 referral.read 的后台员工；写操作另需 referral.manage,referral.read,NORMAL,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按面包屑返回；跨模块跳转必须保留来源上下文,指标/告警|筛选|流水表|对账/分录|受控操作|审计,catalogs/ui_page_fields.csv#ADM-REF-006,catalogs/ui_page_states.csv#ADM-REF-006,catalogs/ui_action_matrix.csv#ADM-REF-006,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,后台页码或cursor二选一；默认20，最大100；筛选写入URL；默认排序由页面运营规格冻结,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-REF-001;REQ-REF-ACT-002;REQ-PAGE-SPEC-001;REQ-ADMIN-OPS-001,GET /admin-api/v1/referral-relations;POST /admin-api/v1/referral-relations/{inviteeId}/adjust;GET /admin-api/v1/commission-policies;POST /admin-api/v1/commission-policies;GET /admin-api/v1/commissions;GET /admin-api/v1/referral-activity/rules;POST /admin-api/v1/referral-activity/rule-versions;GET /admin-api/v1/referral-activity/progress;PUT /admin-api/v1/referral-activity/milestones,adminReferralGetReferralRelations;adminReferralPostReferralRelationsByInviteeidAdjust;adminReferralGetCommissionPolicies;adminReferralPostCommissionPolicies;adminReferralGetCommissions;adminReferralActivityGetReferralActivityRules;adminReferralActivityPostReferralActivityRuleVersions;adminReferralActivityGetReferralActivityProgress;adminReferralActivityPutReferralActivityMilestones,referral,commission.settlement_delay_hours;referral.max_commission_level;referral.binding_mode;referral.relation_change_allowed;referral.attribution_days;referral.block_self_invite;referral.block_same_device;referral.red_packet_principal_commissionable,TST-REF_001-HAPPY;TST-REF_ACT_002-HAPPY;TST-REF_001-IDEMPOTENT;TST-REF_ACT_002-IDEMPOTENT;TST-V122-022,TOKENS_ONLY,R26,READY,FROZEN_CONSTRUCTION_V1.2.2
ADM-TASK-001,ADMIN,任务,任务定义,/growth/tasks/definitions,PAGE,ADM-LIST,个人任务和奖励,具备 task.manage 的后台员工；写操作另需 task.manage,task.manage,NORMAL,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按面包屑返回；跨模块跳转必须保留来源上下文,页标题/说明|筛选区|统计/批量操作|表格|分页,catalogs/ui_page_fields.csv#ADM-TASK-001,catalogs/ui_page_states.csv#ADM-TASK-001,catalogs/ui_action_matrix.csv#ADM-TASK-001,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,后台页码或cursor二选一；默认20，最大100；筛选写入URL；默认排序由页面运营规格冻结,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-TASK-002,GET /admin-api/v1/tasks;POST /admin-api/v1/tasks;PATCH /admin-api/v1/tasks/{id};GET /admin-api/v1/task-progress;GET /admin-api/v1/growth-budgets;PUT /admin-api/v1/growth-budgets/{id},adminTasksGetTasks;adminTasksPostTasks;adminTasksPatchTasksById;adminTasksGetTaskProgress;adminTasksGetGrowthBudgets;adminTasksPutGrowthBudgetsById,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,TST-TASK_002-HAPPY;TST-TASK_002-IDEMPOTENT,TOKENS_ONLY,R27,READY,FROZEN_CONSTRUCTION_V1.2.2
ADM-TASK-002,ADMIN,任务,任务进度与预算,/growth/tasks/progress,PAGE,ADM-LIST,用户和平台成本,具备 task.manage 的后台员工；写操作另需 task.manage,task.manage,NORMAL,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按面包屑返回；跨模块跳转必须保留来源上下文,页标题/说明|筛选区|统计/批量操作|表格|分页,catalogs/ui_page_fields.csv#ADM-TASK-002,catalogs/ui_page_states.csv#ADM-TASK-002,catalogs/ui_action_matrix.csv#ADM-TASK-002,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,后台页码或cursor二选一；默认20，最大100；筛选写入URL；默认排序由页面运营规格冻结,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-TASK-002,GET /admin-api/v1/tasks;PATCH /admin-api/v1/tasks/{id};GET /admin-api/v1/task-progress;GET /admin-api/v1/growth-budgets;PUT /admin-api/v1/growth-budgets/{id},adminTasksGetTasks;adminTasksPatchTasksById;adminTasksGetTaskProgress;adminTasksGetGrowthBudgets;adminTasksPutGrowthBudgetsById,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,TST-TASK_002-HAPPY;TST-TASK_002-IDEMPOTENT,TOKENS_ONLY,R27,READY,FROZEN_CONSTRUCTION_V1.2.2
ADM-CHAT-001,ADMIN,聊天,聊天举报,/governance/chat-reports,PAGE,ADM-LIST,消息证据,具备 chat.report.read 的后台员工；写操作另需 chat.report.manage,chat.report.read,NORMAL,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按面包屑返回；跨模块跳转必须保留来源上下文,页标题/说明|筛选区|统计/批量操作|表格|分页,catalogs/ui_page_fields.csv#ADM-CHAT-001,catalogs/ui_page_states.csv#ADM-CHAT-001,catalogs/ui_action_matrix.csv#ADM-CHAT-001,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,后台页码或cursor二选一；默认20，最大100；筛选写入URL；默认排序由页面运营规格冻结,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-CHAT-002,GET /admin-api/v1/chat-reports;POST /admin-api/v1/chat-reports/{id}/decide,adminChatGetChatReports;adminChatPostChatReportsByIdDecide,chat,chat.stranger.daily_conversation_limit;chat.message.per_minute_limit;chat.image.max_mb;chat.history.retention_days,TST-CHAT_002-HAPPY;TST-CHAT_002-IDEMPOTENT,TOKENS_ONLY,R15,READY,FROZEN_CONSTRUCTION_V1.2.2
ADM-SUPPORT-001,ADMIN,客服,工单列表,/support/tickets,PAGE,ADM-LIST,分配、SLA、回复,具备 support.manage 的后台员工；写操作另需 support.manage,support.manage,NORMAL,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按面包屑返回；跨模块跳转必须保留来源上下文,页标题/说明|筛选区|统计/批量操作|表格|分页,catalogs/ui_page_fields.csv#ADM-SUPPORT-001,catalogs/ui_page_states.csv#ADM-SUPPORT-001,catalogs/ui_action_matrix.csv#ADM-SUPPORT-001,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,后台页码或cursor二选一；默认20，最大100；筛选写入URL；默认排序由页面运营规格冻结,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-SUPPORT-001,GET /admin-api/v1/support/tickets;GET /admin-api/v1/support/tickets/{id},adminSupportGetSupportTickets;adminSupportGetSupportTicketsById,system,system.maintenance.enabled;system.maintenance.message;system.registration.enabled;system.publish.enabled;system.red_packet.enabled;system.withdrawal.enabled,TST-SUPPORT_001-HAPPY,TOKENS_ONLY,R15,READY,FROZEN_CONSTRUCTION_V1.2.2
ADM-CMS-001,ADMIN,运营,首页CMS,/operations/cms/home,PAGE,ADM-CMS,模块、轮播、专题,具备 cms.manage 的后台员工；写操作另需 cms.manage,cms.manage,NORMAL,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按面包屑返回；跨模块跳转必须保留来源上下文,内容树/列表|编辑器|多端预览|版本|发布计划,catalogs/ui_page_fields.csv#ADM-CMS-001,catalogs/ui_page_states.csv#ADM-CMS-001,catalogs/ui_action_matrix.csv#ADM-CMS-001,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-CMS-001,GET /admin-api/v1/cms/home-modules;PUT /admin-api/v1/cms/home-modules;GET /admin-api/v1/cms/banners;POST /admin-api/v1/cms/banners;GET /admin-api/v1/cms/articles;POST /admin-api/v1/cms/articles;GET /admin-api/v1/cms/h5-pages;PUT /admin-api/v1/cms/h5-pages/{code},adminCMSGetCmsHomeModules;adminCMSPutCmsHomeModules;adminCMSGetCmsBanners;adminCMSPostCmsBanners;adminCMSGetCmsArticles;adminCMSPostCmsArticles;adminCMSGetCmsH5Pages;adminCMSPutCmsH5PagesByCode,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,TST-CMS_001-HAPPY;TST-CMS_001-IDEMPOTENT,TOKENS_ONLY,R28,READY,FROZEN_CONSTRUCTION_V1.2.2
ADM-CMS-002,ADMIN,运营,H5宣传页CMS,/operations/cms/h5,PAGE,ADM-CMS,口号、截图、下载,具备 cms.manage 的后台员工；写操作另需 cms.manage,cms.manage,NORMAL,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按面包屑返回；跨模块跳转必须保留来源上下文,内容树/列表|编辑器|多端预览|版本|发布计划,catalogs/ui_page_fields.csv#ADM-CMS-002,catalogs/ui_page_states.csv#ADM-CMS-002,catalogs/ui_action_matrix.csv#ADM-CMS-002,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-CMS-001,GET /admin-api/v1/cms/home-modules;PUT /admin-api/v1/cms/home-modules;GET /admin-api/v1/cms/banners;POST /admin-api/v1/cms/banners;GET /admin-api/v1/cms/articles;POST /admin-api/v1/cms/articles;GET /admin-api/v1/cms/h5-pages;PUT /admin-api/v1/cms/h5-pages/{code},adminCMSGetCmsHomeModules;adminCMSPutCmsHomeModules;adminCMSGetCmsBanners;adminCMSPostCmsBanners;adminCMSGetCmsArticles;adminCMSPostCmsArticles;adminCMSGetCmsH5Pages;adminCMSPutCmsH5PagesByCode,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,TST-CMS_001-HAPPY;TST-CMS_001-IDEMPOTENT,TOKENS_ONLY,R28,READY,FROZEN_CONSTRUCTION_V1.2.2
ADM-CMS-003,ADMIN,运营,公告帮助协议,/operations/cms/content,PAGE,ADM-CMS,版本化内容,具备 cms.manage 的后台员工；写操作另需 cms.manage,cms.manage,NORMAL,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按面包屑返回；跨模块跳转必须保留来源上下文,内容树/列表|编辑器|多端预览|版本|发布计划,catalogs/ui_page_fields.csv#ADM-CMS-003,catalogs/ui_page_states.csv#ADM-CMS-003,catalogs/ui_action_matrix.csv#ADM-CMS-003,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-CMS-001;REQ-PAGE-SPEC-001;REQ-ADMIN-OPS-001,GET /admin-api/v1/cms/home-modules;PUT /admin-api/v1/cms/home-modules;GET /admin-api/v1/cms/banners;POST /admin-api/v1/cms/banners;GET /admin-api/v1/cms/articles;POST /admin-api/v1/cms/articles;GET /admin-api/v1/cms/h5-pages;PUT /admin-api/v1/cms/h5-pages/{code};GET /admin-api/v1/agreements;POST /admin-api/v1/agreements/{code}/versions,adminCMSGetCmsHomeModules;adminCMSPutCmsHomeModules;adminCMSGetCmsBanners;adminCMSPostCmsBanners;adminCMSGetCmsArticles;adminCMSPostCmsArticles;adminCMSGetCmsH5Pages;adminCMSPutCmsH5PagesByCode;adminAgreementsGetAgreements;adminAgreementsPostAgreementsByCodeVersions,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,TST-CMS_001-HAPPY;TST-CMS_001-IDEMPOTENT;TST-V122-026;TST-V122-027,TOKENS_ONLY,R28,READY,FROZEN_CONSTRUCTION_V1.2.2
ADM-APP-001,ADMIN,版本,App版本,/delivery/app-versions,PAGE,ADM-BUILD,APK、强制更新、灰度,具备 app.release.read 的后台员工；写操作另需 app.release.manage,app.release.read,NORMAL,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按面包屑返回；跨模块跳转必须保留来源上下文,环境/配置|任务步骤|日志|产物校验|发布/回滚|审批,catalogs/ui_page_fields.csv#ADM-APP-001,catalogs/ui_page_states.csv#ADM-APP-001,catalogs/ui_action_matrix.csv#ADM-APP-001,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-APP-RELEASE-001,GET /admin-api/v1/app-versions;POST /admin-api/v1/app-versions;POST /admin-api/v1/app-versions/{id}/publish,adminAppReleaseGetAppVersions;adminAppReleasePostAppVersions;adminAppReleasePostAppVersionsByIdPublish,app_build,app.android.application_id;app.android.staging_application_id;app.android.display_name;app.android.signing.staging_profile;app.android.signing.production_profile;app.build.runner;app.build.allowed_ref_patterns;app.build.artifact_storage_scope,TST-APP_RELEASE_001-HAPPY;TST-APP_RELEASE_001-IDEMPOTENT,TOKENS_ONLY,R29,READY,FROZEN_CONSTRUCTION_V1.2.2
ADM-RISK-001,ADMIN,风控,风险事件,/governance/risk/events,PAGE,ADM-SECURITY,规则命中和处置,具备 risk.manage 的后台员工；写操作另需 risk.manage,risk.manage,NORMAL,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按面包屑返回；跨模块跳转必须保留来源上下文,风险摘要|筛选/配置|敏感操作|证据/日志|审批,catalogs/ui_page_fields.csv#ADM-RISK-001,catalogs/ui_page_states.csv#ADM-RISK-001,catalogs/ui_action_matrix.csv#ADM-RISK-001,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,后台页码或cursor二选一；默认20，最大100；筛选写入URL；默认排序由页面运营规格冻结,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-SEC-001,GET /admin-api/v1/risk/events;POST /admin-api/v1/risk/events/{id}/decide;GET /admin-api/v1/risk/rule-versions;POST /admin-api/v1/risk/rule-versions;GET /admin-api/v1/risk/blacklists;POST /admin-api/v1/risk/blacklists;DELETE /admin-api/v1/risk/blacklists/{id},adminRiskGetRiskEvents;adminRiskPostRiskEventsByIdDecide;adminRiskGetRiskRuleVersions;adminRiskPostRiskRuleVersions;adminRiskGetRiskBlacklists;adminRiskPostRiskBlacklists;adminRiskDeleteRiskBlacklistsById,system,system.maintenance.enabled;system.maintenance.message;system.registration.enabled;system.publish.enabled;system.red_packet.enabled;system.withdrawal.enabled,TST-SEC_001-HAPPY;TST-SEC_001-IDEMPOTENT,TOKENS_ONLY,R31,READY,FROZEN_CONSTRUCTION_V1.2.2
ADM-RISK-002,ADMIN,风控,黑白名单,/governance/risk/lists,PAGE,ADM-SECURITY,设备/IP/实名/账户,具备 risk.manage 的后台员工；写操作另需 risk.manage,risk.manage,NORMAL,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按面包屑返回；跨模块跳转必须保留来源上下文,风险摘要|筛选/配置|敏感操作|证据/日志|审批,catalogs/ui_page_fields.csv#ADM-RISK-002,catalogs/ui_page_states.csv#ADM-RISK-002,catalogs/ui_action_matrix.csv#ADM-RISK-002,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,后台页码或cursor二选一；默认20，最大100；筛选写入URL；默认排序由页面运营规格冻结,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-SEC-001,GET /admin-api/v1/risk/events;POST /admin-api/v1/risk/events/{id}/decide;GET /admin-api/v1/risk/rule-versions;GET /admin-api/v1/risk/blacklists;DELETE /admin-api/v1/risk/blacklists/{id},adminRiskGetRiskEvents;adminRiskPostRiskEventsByIdDecide;adminRiskGetRiskRuleVersions;adminRiskGetRiskBlacklists;adminRiskDeleteRiskBlacklistsById,system,system.maintenance.enabled;system.maintenance.message;system.registration.enabled;system.publish.enabled;system.red_packet.enabled;system.withdrawal.enabled,TST-SEC_001-HAPPY;TST-SEC_001-IDEMPOTENT,TOKENS_ONLY,R31,READY,FROZEN_CONSTRUCTION_V1.2.2
ADM-CONFIG-001,ADMIN,系统,系统配置,/system/config,PAGE,ADM-CONFIG,参数、版本、开关,具备 config.manage 的后台员工；写操作另需 config.manage,config.manage,HIGH,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按面包屑返回；跨模块跳转必须保留来源上下文,环境/版本选择|配置表单|差异|校验/测试|审批/激活|历史,catalogs/ui_page_fields.csv#ADM-CONFIG-001,catalogs/ui_page_states.csv#ADM-CONFIG-001,catalogs/ui_action_matrix.csv#ADM-CONFIG-001,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-CONFIG-001;REQ-SECRET-001,GET /admin-api/v1/configs;PUT /admin-api/v1/configs/{key};GET /admin-api/v1/feature-flags;PUT /admin-api/v1/feature-flags/{key};GET /admin-api/v1/provider-configs;GET /admin-api/v1/provider-configs/{provider};POST /admin-api/v1/provider-configs/{provider}/versions;POST /admin-api/v1/provider-configs/{provider}/test,adminConfigGetConfigs;adminConfigPutConfigsByKey;adminConfigGetFeatureFlags;adminConfigPutFeatureFlagsByKey;adminProviderConfigGetProviderConfigs;adminProviderConfigGetProviderConfigsByProvider;adminProviderConfigPostProviderConfigsByProviderVersions;adminProviderConfigPostProviderConfigsByProviderTest,system,system.maintenance.enabled;system.maintenance.message;system.registration.enabled;system.publish.enabled;system.red_packet.enabled;system.withdrawal.enabled,TST-CONFIG_001-HAPPY;TST-SECRET_001-HAPPY;TST-CONFIG_001-IDEMPOTENT;TST-SECRET_001-IDEMPOTENT,TOKENS_ONLY,R30,READY,FROZEN_CONSTRUCTION_V1.2.2
ADM-RBAC-001,ADMIN,系统,员工角色权限,/system/rbac,PAGE,ADM-SECURITY,RBAC和数据权限,具备 rbac.manage 的后台员工；写操作另需 rbac.manage,rbac.manage,HIGH,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按面包屑返回；跨模块跳转必须保留来源上下文,风险摘要|筛选/配置|敏感操作|证据/日志|审批,catalogs/ui_page_fields.csv#ADM-RBAC-001,catalogs/ui_page_states.csv#ADM-RBAC-001,catalogs/ui_action_matrix.csv#ADM-RBAC-001,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,后台页码或cursor二选一；默认20，最大100；筛选写入URL；默认排序由页面运营规格冻结,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-RBAC-001;REQ-ADMIN-BASE-001,GET /admin-api/v1/admin-users;POST /admin-api/v1/admin-users;GET /admin-api/v1/roles;PUT /admin-api/v1/roles/{id}/permissions,adminRBACGetAdminUsers;adminRBACPostAdminUsers;adminRBACGetRoles;adminRBACPutRolesByIdPermissions,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,TST-RBAC_001-HAPPY;TST-ADMIN_BASE_001-HAPPY;TST-RBAC_001-IDEMPOTENT;TST-ADMIN_BASE_001-IDEMPOTENT,TOKENS_ONLY,R30,READY,FROZEN_CONSTRUCTION_V1.2.2
ADM-AUDIT-001,ADMIN,系统,审计日志,/system/audit,PAGE,ADM-SECURITY,登录、操作、敏感查看、导出,具备 audit.read 的后台员工；写操作另需 audit.manage,audit.read,HIGH,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按面包屑返回；跨模块跳转必须保留来源上下文,风险摘要|筛选/配置|敏感操作|证据/日志|审批,catalogs/ui_page_fields.csv#ADM-AUDIT-001,catalogs/ui_page_states.csv#ADM-AUDIT-001,catalogs/ui_action_matrix.csv#ADM-AUDIT-001,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,首屏加载+显式刷新；筛选/排序变化重置分页；翻页去重追加；领域事件仅刷新受影响行,后台页码或cursor二选一；默认20，最大100；筛选写入URL；默认排序由页面运营规格冻结,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-RBAC-001;REQ-ID-002,GET /admin-api/v1/audit/logs,adminAuditGetAuditLogs,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,TST-RBAC_001-HAPPY;TST-ID_002-HAPPY,TOKENS_ONLY,R30,READY,FROZEN_CONSTRUCTION_V1.2.2
ADM-JOB-001,ADMIN,系统,定时任务,/system/jobs,PAGE,ADM-CONFIG,任务状态和重跑,具备 job.manage 的后台员工；写操作另需 job.manage,job.manage,NORMAL,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按面包屑返回；跨模块跳转必须保留来源上下文,环境/版本选择|配置表单|差异|校验/测试|审批/激活|历史,catalogs/ui_page_fields.csv#ADM-JOB-001,catalogs/ui_page_states.csv#ADM-JOB-001,catalogs/ui_action_matrix.csv#ADM-JOB-001,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-OPS-001,GET /admin-api/v1/jobs;POST /admin-api/v1/jobs/{code}/run,adminJobsGetJobs;adminJobsPostJobsByCodeRun,platform,platform.brand.name;platform.brand.slogan;platform.brand.logo_media_id;platform.customer_service.name;platform.customer_service.contact,TST-OPS_001-HAPPY;TST-OPS_001-IDEMPOTENT,TOKENS_ONLY,R30,READY,FROZEN_CONSTRUCTION_V1.2.2
ADM-CONFIG-002,ADMIN,配置中心,供应商配置中心,/system/providers,PAGE,ADM-CONFIG,按短信、对象存储、实名、支付、出款分组管理，密钥脱敏、版本、测试、激活、回滚,具备 config.manage 的后台员工；写操作另需 config.manage,config.manage,HIGH,从左侧菜单、数据驾驶舱待办、全局搜索或关联详情跳转进入,按面包屑返回；跨模块跳转必须保留来源上下文,环境/版本选择|配置表单|差异|校验/测试|审批/激活|历史,catalogs/ui_page_fields.csv#ADM-CONFIG-002,catalogs/ui_page_states.csv#ADM-CONFIG-002,catalogs/ui_action_matrix.csv#ADM-CONFIG-002,仅允许后台同源授权链接；未认证先登录并保存原目标；无权限不泄露资源存在性,初始化按需加载；写操作后仅刷新受影响数据；禁止无差别全局缓存清空,不适用；若子区块为列表，遵循所属平台标准分页模板,不支持离线写入；网络不可用时保留安全可保留输入并提供重试,REQ-CONFIG-001;REQ-SECRET-001;REQ-PAGE-SPEC-001;REQ-ADMIN-OPS-001,GET /admin-api/v1/configs;GET /admin-api/v1/feature-flags;GET /admin-api/v1/provider-configs;GET /admin-api/v1/provider-configs/{provider};GET /admin-api/v1/provider-certificates;POST /admin-api/v1/provider-certificates/{id}/rotate;GET /admin-api/v1/domains;GET /admin-api/v1/domains/dns-actions;POST /admin-api/v1/provider-configs/{provider}/activate;POST /admin-api/v1/provider-configs/{provider}/rollback;POST /admin-api/v1/provider-certificates,adminConfigGetConfigs;adminConfigGetFeatureFlags;adminProviderConfigGetProviderConfigs;adminProviderConfigGetProviderConfigsByProvider;adminProviderCertificateGetProviderCertificates;adminProviderCertificatePostProviderCertificatesByIdRotate;adminDomainConfigGetDomains;adminDomainConfigGetDomainsDnsActions;adminProviderConfigPostProviderConfigsByProviderActivate;adminProviderConfigPostProviderConfigsByProviderRollback;adminProviderCertificatePostProviderCertificates,system;domain,system.maintenance.enabled;system.maintenance.message;system.registration.enabled;system.publish.enabled;system.red_packet.enabled;system.withdrawal.enabled;platform.base_domain;domain.www.host;domain.api.host;domain.ws.host;domain.admin.host;domain.h5.host;domain.download.host;domain.assets.host,TST-CONFIG_001-HAPPY;TST-SECRET_001-HAPPY;TST-CONFIG_001-IDEMPOTENT;TST-SECRET_001-IDEMPOTENT;TST-V122-030;TST-V122-031;TST-V122-032,TOKENS_ONLY,R03,READY,FROZEN_CONSTRUCTION_V1.2.2
