动作ID,平台,UI_ID,页面,路由,动作,触发条件,API契约,operationId,请求Schema,权限,幂等键,成功状态,失败状态,埋点,需求ID,测试ID,成熟度,动作类型,入口组件,显示条件,可用条件,前置校验,输入字段,二次确认,请求映射,并发控制,加载表现,重试策略,成功后导航,数据刷新范围,审计要求,敏感处理,离线策略,响应Schema,DoR状态
ACT-ADM-BUILD-007-02,ADMIN,ADM-BUILD-007,发布与回滚,/delivery/releases,创建构建Profile,用户显式点击操作入口，且本地字段校验、权限、状态机前置条件全部满足,POST /admin-api/v1/app-build/profiles,adminAppBuildProfilePostAppBuildProfiles,AdminAppBuildProfilePostAppBuildProfilesRequest,app.build.write,X-Idempotency-Key必填,使用响应中的资源和 version 更新页面；清除已提交脏状态；展示“创建构建Profile成功”；刷新受影响列表、详情、余额或配置版本,400逐字段映射；401要求重新认证；403隐藏后续写入口并记录越权拒绝；409提示数据已变化并重新加载；422展示业务原因且保留输入；429显示可重试时间；500保留上下文并提供 requestId,ui_action_adm_build_007_02,REQ-BUILD-001;REQ-APK-001,TST-BUILD_001-HAPPY;TST-APK_001-HAPPY;TST-BUILD_001-IDEMPOTENT;TST-APK_001-IDEMPOTENT,FROZEN_DETAILED_V1.2.2,CREATE_OR_SUBMIT,页面主按钮/行操作/更多菜单/标准弹层，具体位置由模板和页面操作规格确定,具备权限 app.build.write，且资源状态允许“创建构建Profile”；按钮显示条件由页面状态表和状态机共同决定,不存在同资源写请求；必填字段有效；服务端 version 未被本地标记过期；需要审批时已选择审批单,"校验 X-Idempotency-Key,name,environment,applicationIdSuffix,apiBaseUrl,webSocketUrl,featureFlags,signingProfileId；同一业务意图生成稳定 X-Idempotency-Key；请求体变化必须换键",X-Idempotency-Key;name;environment;applicationIdSuffix;apiBaseUrl;webSocketUrl;featureFlags;signingProfileId,金额、权益或发布范围变化时二次确认；普通可撤销保存不需要,POST /admin-api/v1/app-build/profiles；请求模型 AdminAppBuildProfilePostAppBuildProfilesRequest；响应模型 AdminAppBuildProfilePostAppBuildProfilesResponse,X-Idempotency-Key + 服务端结果查询,提交期间锁定同资源写操作，保留输入并显示明确进度；禁止全页无反馈等待,使用同一幂等键仅重试同一请求体；若服务端已受理则先查询结果；409版本冲突不得盲重试,默认留在当前页并刷新；创建成功进入详情，支付/认证/发布结果按对应流程导航,当前资源、来源列表、全局角标/余额/待办中与该领域相关的缓存；禁止无差别清空全部缓存,记录操作人、角色、目标、前后状态/版本、原因、审批单、requestId、IP/设备和结果,敏感字段按数据分级脱敏；密码、验证码、身份证、支付账号、秘密引用绝不进入埋点和普通日志,GET 可展示明确标记的最近缓存；写操作离线时禁止提交，不进入隐式离线队列,AdminAppBuildProfilePostAppBuildProfilesResponse,READY_FOR_IMPLEMENTATION
ACT-ADM-BUILD-007-03,ADMIN,ADM-BUILD-007,发布与回滚,/delivery/releases,修改构建Profile,用户显式点击操作入口，且本地字段校验、权限、状态机前置条件全部满足,PUT /admin-api/v1/app-build/profiles/{id},adminAppBuildProfilePutAppBuildProfilesById,AdminAppBuildProfilePutAppBuildProfilesByIdRequest,app.build.write,X-Idempotency-Key必填,使用响应中的资源和 version 更新页面；清除已提交脏状态；展示“修改构建Profile成功”；刷新受影响列表、详情、余额或配置版本,400逐字段映射；401要求重新认证；403隐藏后续写入口并记录越权拒绝；409提示数据已变化并重新加载；422展示业务原因且保留输入；429显示可重试时间；500保留上下文并提供 requestId,ui_action_adm_build_007_03,REQ-BUILD-001;REQ-APK-001,TST-BUILD_001-HAPPY;TST-APK_001-HAPPY;TST-BUILD_001-IDEMPOTENT;TST-APK_001-IDEMPOTENT,FROZEN_DETAILED_V1.2.2,UPDATE,页面主按钮/行操作/更多菜单/标准弹层，具体位置由模板和页面操作规格确定,具备权限 app.build.write，且资源状态允许“修改构建Profile”；按钮显示条件由页面状态表和状态机共同决定,不存在同资源写请求；必填字段有效；服务端 version 未被本地标记过期；需要审批时已选择审批单,"校验 id,X-Idempotency-Key,name,apiBaseUrl,webSocketUrl,featureFlags,signingProfileId,expectedVersion；expectedVersion 必须等于页面最后一次成功读取的服务端版本；同一业务意图生成稳定 X-Idempotency-Key；请求体变化必须换键",id;X-Idempotency-Key;name;apiBaseUrl;webSocketUrl;featureFlags;signingProfileId;expectedVersion,金额、权益或发布范围变化时二次确认；普通可撤销保存不需要,PUT /admin-api/v1/app-build/profiles/{id}；请求模型 AdminAppBuildProfilePutAppBuildProfilesByIdRequest；响应模型 AdminAppBuildProfilePutAppBuildProfilesByIdResponse,expectedVersion 乐观锁 + X-Idempotency-Key + 服务端结果查询,提交期间锁定同资源写操作，保留输入并显示明确进度；禁止全页无反馈等待,使用同一幂等键仅重试同一请求体；若服务端已受理则先查询结果；409版本冲突不得盲重试,默认留在当前页并刷新；创建成功进入详情，支付/认证/发布结果按对应流程导航,当前资源、来源列表、全局角标/余额/待办中与该领域相关的缓存；禁止无差别清空全部缓存,记录操作人、角色、目标、前后状态/版本、原因、审批单、requestId、IP/设备和结果,敏感字段按数据分级脱敏；密码、验证码、身份证、支付账号、秘密引用绝不进入埋点和普通日志,GET 可展示明确标记的最近缓存；写操作离线时禁止提交，不进入隐式离线队列,AdminAppBuildProfilePutAppBuildProfilesByIdResponse,READY_FOR_IMPLEMENTATION
ACT-ADM-BUILD-007-04,ADMIN,ADM-BUILD-007,发布与回滚,/delivery/releases,构建任务列表,页面首次进入、下拉刷新、筛选/排序变化或滚动触底时触发；相同查询条件避免并发重复请求,GET /admin-api/v1/app-build/jobs,adminAppBuildJobGetAppBuildJobs,AdminAppBuildJobGetAppBuildJobsParameters,app.build.read,不要求,首屏替换数据，翻页仅追加去重；更新分页、筛选回显、总数/游标和最后刷新时间；空结果进入业务空状态,首屏失败显示全页错误与重试；刷新失败保留旧数据并提示；翻页失败保留已加载数据并提供行内重试；401跳登录或会话升级，403显示无权限，404不适用,ui_action_adm_build_007_04,REQ-BUILD-001;REQ-APK-001,TST-BUILD_001-HAPPY;TST-APK_001-HAPPY,FROZEN_DETAILED_V1.2.2,LIST_QUERY,页面主按钮/行操作/更多菜单/标准弹层，具体位置由模板和页面操作规格确定,页面具备读取权限；筛选项按数据范围和角色显示,网络可用；非正在刷新；翻页时 nextCursor/hasNext 为真,"校验 page,pageSize,cursor,status,keyword,sort",page;pageSize;cursor;status;keyword;sort,不需要,GET /admin-api/v1/app-build/jobs；请求模型 AdminAppBuildJobGetAppBuildJobsParameters；响应模型 AdminAppBuildJobGetAppBuildJobsResponse,同资源单写请求锁；状态机服务端复核,首屏使用骨架屏；刷新保留现有数据；翻页使用列表尾部加载器,GET 可人工重试；网络瞬断最多指数退避自动重试 2 次；筛选变化取消旧请求,留在当前页；点击行/卡片按页面导航规格进入详情,当前资源、来源列表、全局角标/余额/待办中与该领域相关的缓存；禁止无差别清空全部缓存,记录敏感数据访问审计：操作人、目标、字段范围、目的、requestId 和结果,敏感字段按数据分级脱敏；密码、验证码、身份证、支付账号、秘密引用绝不进入埋点和普通日志,GET 可展示明确标记的最近缓存；写操作离线时禁止提交，不进入隐式离线队列,AdminAppBuildJobGetAppBuildJobsResponse,READY_FOR_IMPLEMENTATION
ACT-ADM-BUILD-007-05,ADMIN,ADM-BUILD-007,发布与回滚,/delivery/releases,基于批准Git Ref创建官方App构建任务,用户显式点击操作入口，且本地字段校验、权限、状态机前置条件全部满足,POST /admin-api/v1/app-build/jobs,adminAppBuildJobPostAppBuildJobs,AdminAppBuildJobPostAppBuildJobsRequest,app.build.run,X-Idempotency-Key必填,使用响应中的资源和 version 更新页面；清除已提交脏状态；展示“基于批准Git Ref创建官方App构建任务成功”；刷新受影响列表、详情、余额或配置版本,400逐字段映射；401要求重新认证；403隐藏后续写入口并记录越权拒绝；409提示数据已变化并重新加载；422展示业务原因且保留输入；429显示可重试时间；500保留上下文并提供 requestId,ui_action_adm_build_007_05,REQ-BUILD-001;REQ-APK-001,TST-BUILD_001-HAPPY;TST-APK_001-HAPPY;TST-BUILD_001-IDEMPOTENT;TST-APK_001-IDEMPOTENT,FROZEN_DETAILED_V1.2.2,CREATE_OR_SUBMIT,页面主按钮/行操作/更多菜单/标准弹层，具体位置由模板和页面操作规格确定,具备权限 app.build.run，且资源状态允许“基于批准Git Ref创建官方App构建任务”；按钮显示条件由页面状态表和状态机共同决定,不存在同资源写请求；必填字段有效；服务端 version 未被本地标记过期；需要审批时已选择审批单,"校验 X-Idempotency-Key,profileId,gitRef,commitSha,reason；同一业务意图生成稳定 X-Idempotency-Key；请求体变化必须换键",X-Idempotency-Key;profileId;gitRef;commitSha;reason,必须二次确认；确认框展示目标、影响、不可逆性、原因、审批要求和将触发的通知,POST /admin-api/v1/app-build/jobs；请求模型 AdminAppBuildJobPostAppBuildJobsRequest；响应模型 AdminAppBuildJobPostAppBuildJobsResponse,X-Idempotency-Key + 服务端结果查询,提交期间锁定同资源写操作，保留输入并显示明确进度；禁止全页无反馈等待,使用同一幂等键仅重试同一请求体；若服务端已受理则先查询结果；409版本冲突不得盲重试,默认留在当前页并刷新；创建成功进入详情，支付/认证/发布结果按对应流程导航,当前资源、来源列表、全局角标/余额/待办中与该领域相关的缓存；禁止无差别清空全部缓存,记录操作人、角色、目标、前后状态/版本、原因、审批单、requestId、IP/设备和结果,敏感字段按数据分级脱敏；密码、验证码、身份证、支付账号、秘密引用绝不进入埋点和普通日志,GET 可展示明确标记的最近缓存；写操作离线时禁止提交，不进入隐式离线队列,AdminAppBuildJobPostAppBuildJobsResponse,READY_FOR_IMPLEMENTATION
ACT-ADM-BUILD-007-06,ADMIN,ADM-BUILD-007,发布与回滚,/delivery/releases,构建任务详情,页面进入、显式刷新、从后台恢复且缓存过期，或收到相关领域事件后触发,GET /admin-api/v1/app-build/jobs/{id},adminAppBuildJobGetAppBuildJobsById,AdminAppBuildJobGetAppBuildJobsByIdParameters,app.build.read,不要求,以服务端返回的 version 和状态覆盖详情；重算按钮显示/可用条件；记录页面曝光和请求 requestId,404显示资源不存在或已下架并提供返回；403显示无权限；409触发重新拉取；网络失败保留缓存并标记可能过期,ui_action_adm_build_007_06,REQ-BUILD-001;REQ-APK-001,TST-BUILD_001-HAPPY;TST-APK_001-HAPPY,FROZEN_DETAILED_V1.2.2,DETAIL_QUERY,页面主按钮/行操作/更多菜单/标准弹层，具体位置由模板和页面操作规格确定,页面具备读取权限且路由参数完整,网络可用且不存在同资源进行中的请求,校验 id,id,不需要,GET /admin-api/v1/app-build/jobs/{id}；请求模型 AdminAppBuildJobGetAppBuildJobsByIdParameters；响应模型 AdminAppBuildJobGetAppBuildJobsByIdResponse,同资源单写请求锁；状态机服务端复核,首次进入使用结构骨架；刷新保留当前内容并显示轻量刷新态,GET 可人工重试；缓存可作为只读降级但禁止基于过期数据执行写操作,留在当前页；资源不存在时返回上一级并从来源列表移除或标记,当前资源、来源列表、全局角标/余额/待办中与该领域相关的缓存；禁止无差别清空全部缓存,记录敏感数据访问审计：操作人、目标、字段范围、目的、requestId 和结果,敏感字段按数据分级脱敏；密码、验证码、身份证、支付账号、秘密引用绝不进入埋点和普通日志,GET 可展示明确标记的最近缓存；写操作离线时禁止提交，不进入隐式离线队列,AdminAppBuildJobGetAppBuildJobsByIdResponse,READY_FOR_IMPLEMENTATION
ACT-ADM-BUILD-007-07,ADMIN,ADM-BUILD-007,发布与回滚,/delivery/releases,构建步骤日志,页面首次进入、下拉刷新、筛选/排序变化或滚动触底时触发；相同查询条件避免并发重复请求,GET /admin-api/v1/app-build/jobs/{id}/logs,adminAppBuildJobGetAppBuildJobsByIdLogs,AdminAppBuildJobGetAppBuildJobsByIdLogsParameters,app.build.read,不要求,首屏替换数据，翻页仅追加去重；更新分页、筛选回显、总数/游标和最后刷新时间；空结果进入业务空状态,首屏失败显示全页错误与重试；刷新失败保留旧数据并提示；翻页失败保留已加载数据并提供行内重试；401跳登录或会话升级，403显示无权限，404不适用,ui_action_adm_build_007_07,REQ-BUILD-001;REQ-APK-001,TST-BUILD_001-HAPPY;TST-APK_001-HAPPY,FROZEN_DETAILED_V1.2.2,LIST_QUERY,页面主按钮/行操作/更多菜单/标准弹层，具体位置由模板和页面操作规格确定,页面具备读取权限；筛选项按数据范围和角色显示,网络可用；非正在刷新；翻页时 nextCursor/hasNext 为真,"校验 id,page,pageSize,cursor,status,keyword,sort",id;page;pageSize;cursor;status;keyword;sort,不需要,GET /admin-api/v1/app-build/jobs/{id}/logs；请求模型 AdminAppBuildJobGetAppBuildJobsByIdLogsParameters；响应模型 AdminAppBuildJobGetAppBuildJobsByIdLogsResponse,同资源单写请求锁；状态机服务端复核,首屏使用骨架屏；刷新保留现有数据；翻页使用列表尾部加载器,GET 可人工重试；网络瞬断最多指数退避自动重试 2 次；筛选变化取消旧请求,留在当前页；点击行/卡片按页面导航规格进入详情,当前资源、来源列表、全局角标/余额/待办中与该领域相关的缓存；禁止无差别清空全部缓存,记录敏感数据访问审计：操作人、目标、字段范围、目的、requestId 和结果,敏感字段按数据分级脱敏；密码、验证码、身份证、支付账号、秘密引用绝不进入埋点和普通日志,GET 可展示明确标记的最近缓存；写操作离线时禁止提交，不进入隐式离线队列,AdminAppBuildJobGetAppBuildJobsByIdLogsResponse,READY_FOR_IMPLEMENTATION
ACT-ADM-BUILD-007-08,ADMIN,ADM-BUILD-007,发布与回滚,/delivery/releases,取消可取消的构建任务,用户显式点击操作入口，且本地字段校验、权限、状态机前置条件全部满足,POST /admin-api/v1/app-build/jobs/{id}/cancel,adminAppBuildJobPostAppBuildJobsByIdCancel,AdminAppBuildJobPostAppBuildJobsByIdCancelRequest,app.build.run,X-Idempotency-Key必填,按状态机更新资源并移除或禁用不再可用的操作；展示“取消可取消的构建任务成功”；保留操作记录入口,400逐字段映射；401要求重新认证；403隐藏后续写入口并记录越权拒绝；409提示数据已变化并重新加载；422展示业务原因且保留输入；429显示可重试时间；500保留上下文并提供 requestId,ui_action_adm_build_007_08,REQ-BUILD-001;REQ-APK-001,TST-BUILD_001-HAPPY;TST-APK_001-HAPPY;TST-BUILD_001-IDEMPOTENT;TST-APK_001-IDEMPOTENT,FROZEN_DETAILED_V1.2.2,CREATE_OR_SUBMIT,页面主按钮/行操作/更多菜单/标准弹层，具体位置由模板和页面操作规格确定,具备权限 app.build.run，且资源状态允许“取消可取消的构建任务”；按钮显示条件由页面状态表和状态机共同决定,不存在同资源写请求；必填字段有效；服务端 version 未被本地标记过期；需要审批时已选择审批单,"校验 id,X-Idempotency-Key,reason,expectedVersion；expectedVersion 必须等于页面最后一次成功读取的服务端版本；同一业务意图生成稳定 X-Idempotency-Key；请求体变化必须换键",id;X-Idempotency-Key;reason;expectedVersion,必须二次确认；确认框展示目标、影响、不可逆性、原因、审批要求和将触发的通知,POST /admin-api/v1/app-build/jobs/{id}/cancel；请求模型 AdminAppBuildJobPostAppBuildJobsByIdCancelRequest；响应模型 AdminAppBuildJobPostAppBuildJobsByIdCancelResponse,expectedVersion 乐观锁 + X-Idempotency-Key + 服务端结果查询,提交期间锁定同资源写操作，保留输入并显示明确进度；禁止全页无反馈等待,使用同一幂等键仅重试同一请求体；若服务端已受理则先查询结果；409版本冲突不得盲重试,默认留在当前页并刷新；创建成功进入详情，支付/认证/发布结果按对应流程导航,当前资源、来源列表、全局角标/余额/待办中与该领域相关的缓存；禁止无差别清空全部缓存,记录操作人、角色、目标、前后状态/版本、原因、审批单、requestId、IP/设备和结果,敏感字段按数据分级脱敏；密码、验证码、身份证、支付账号、秘密引用绝不进入埋点和普通日志,GET 可展示明确标记的最近缓存；写操作离线时禁止提交，不进入隐式离线队列,AdminAppBuildJobPostAppBuildJobsByIdCancelResponse,READY_FOR_IMPLEMENTATION
ACT-V122-002,ANDROID,SHEET-MEDIA-001,媒体上传管理器,sheet://media-upload,创建上传会话,用户选择合规文件并通过类型、大小、数量、分辨率或证书格式本地预检后触发,POST /api/v1/media/upload-sessions,mediaPostMediaUploadSessions,MediaPostMediaUploadSessionsRequest,登录,X-Idempotency-Key必填,保存 mediaId/证书引用而非本地路径；更新缩略图、校验结果和表单脏状态；完成接口成功后才视为可提交,单文件失败不影响其他文件；展示稳定错误码和重试；校验失败立即删除临时引用；过期上传会话重新创建,ui_action_sheet_media_001_02,REQ-MEDIA-001;REQ-PAGE-SPEC-001,TST-V122-001,FROZEN_DETAILED_V1.2.2,UPLOAD_OR_FILE,页面主按钮/行操作/更多菜单/标准弹层，具体位置由模板和页面操作规格确定,页面允许上传且用户具备对应写权限,文件未超限、网络可用、并发上传数未超过配置、剩余配额充足,"校验 X-Idempotency-Key,purpose,fileName,contentType,sizeBytes,sha256；同一业务意图生成稳定 X-Idempotency-Key；请求体变化必须换键",X-Idempotency-Key;purpose;fileName;contentType;sizeBytes;sha256,删除已选但未绑定媒体需要确认；上传证书/签名材料必须显示敏感风险和审批要求,POST /api/v1/media/upload-sessions；请求模型 MediaPostMediaUploadSessionsRequest；响应模型 MediaPostMediaUploadSessionsResponse,X-Idempotency-Key + 服务端结果查询,逐文件展示排队、上传、校验、完成和失败状态；支持取消；页面退出前提示未完成任务,仅重试失败分片或失败文件；完成接口幂等；删除操作不可自动重试,留在调用页面或关闭复用弹层并回传已完成媒体集合,当前资源、来源列表、全局角标/余额/待办中与该领域相关的缓存；禁止无差别清空全部缓存,记录必要业务埋点；读取高敏字段时额外记录访问审计,遵循最小采集；仅记录业务标识和状态，不记录自由文本中的个人信息,GET 可展示明确标记的最近缓存；写操作离线时禁止提交，不进入隐式离线队列,MediaPostMediaUploadSessionsResponse,READY_FOR_IMPLEMENTATION
ACT-V122-003,ANDROID,SHEET-MEDIA-001,媒体上传管理器,sheet://media-upload,完成上传,用户选择合规文件并通过类型、大小、数量、分辨率或证书格式本地预检后触发,POST /api/v1/media/upload-sessions/{id}/complete,mediaPostMediaUploadSessionsByIdComplete,MediaPostMediaUploadSessionsByIdCompleteRequest,登录,X-Idempotency-Key必填,保存 mediaId/证书引用而非本地路径；更新缩略图、校验结果和表单脏状态；完成接口成功后才视为可提交,单文件失败不影响其他文件；展示稳定错误码和重试；校验失败立即删除临时引用；过期上传会话重新创建,ui_action_sheet_media_001_03,REQ-MEDIA-001;REQ-PAGE-SPEC-001,TST-V122-002,FROZEN_DETAILED_V1.2.2,UPLOAD_OR_FILE,页面主按钮/行操作/更多菜单/标准弹层，具体位置由模板和页面操作规格确定,页面允许上传且用户具备对应写权限,文件未超限、网络可用、并发上传数未超过配置、剩余配额充足,"校验 id,X-Idempotency-Key,etag,parts；同一业务意图生成稳定 X-Idempotency-Key；请求体变化必须换键",id;X-Idempotency-Key;etag;parts,删除已选但未绑定媒体需要确认；上传证书/签名材料必须显示敏感风险和审批要求,POST /api/v1/media/upload-sessions/{id}/complete；请求模型 MediaPostMediaUploadSessionsByIdCompleteRequest；响应模型 MediaPostMediaUploadSessionsByIdCompleteResponse,X-Idempotency-Key + 服务端结果查询,逐文件展示排队、上传、校验、完成和失败状态；支持取消；页面退出前提示未完成任务,仅重试失败分片或失败文件；完成接口幂等；删除操作不可自动重试,留在调用页面或关闭复用弹层并回传已完成媒体集合,当前资源、来源列表、全局角标/余额/待办中与该领域相关的缓存；禁止无差别清空全部缓存,记录必要业务埋点；读取高敏字段时额外记录访问审计,遵循最小采集；仅记录业务标识和状态，不记录自由文本中的个人信息,GET 可展示明确标记的最近缓存；写操作离线时禁止提交，不进入隐式离线队列,MediaPostMediaUploadSessionsByIdCompleteResponse,READY_FOR_IMPLEMENTATION
ACT-V122-004,ANDROID,SHEET-MEDIA-001,媒体上传管理器,sheet://media-upload,删除未绑定媒体,用户选择合规文件并通过类型、大小、数量、分辨率或证书格式本地预检后触发,DELETE /api/v1/media/{id},mediaDeleteMediaById,MediaDeleteMediaByIdParameters,登录,X-Idempotency-Key必填,保存 mediaId/证书引用而非本地路径；更新缩略图、校验结果和表单脏状态；完成接口成功后才视为可提交,单文件失败不影响其他文件；展示稳定错误码和重试；校验失败立即删除临时引用；过期上传会话重新创建,ui_action_sheet_media_001_04,REQ-MEDIA-001;REQ-PAGE-SPEC-001,TST-V122-003,FROZEN_DETAILED_V1.2.2,UPLOAD_OR_FILE,页面主按钮/行操作/更多菜单/标准弹层，具体位置由模板和页面操作规格确定,页面允许上传且用户具备对应写权限,文件未超限、网络可用、并发上传数未超过配置、剩余配额充足,"校验 id,X-Idempotency-Key,xIdempotencyKey；同一业务意图生成稳定 X-Idempotency-Key；请求体变化必须换键",id;X-Idempotency-Key;xIdempotencyKey,删除已选但未绑定媒体需要确认；上传证书/签名材料必须显示敏感风险和审批要求,DELETE /api/v1/media/{id}；请求模型 MediaDeleteMediaByIdParameters；响应模型 MediaDeleteMediaByIdResponse,X-Idempotency-Key + 服务端结果查询,逐文件展示排队、上传、校验、完成和失败状态；支持取消；页面退出前提示未完成任务,仅重试失败分片或失败文件；完成接口幂等；删除操作不可自动重试,留在调用页面或关闭复用弹层并回传已完成媒体集合,当前资源、来源列表、全局角标/余额/待办中与该领域相关的缓存；禁止无差别清空全部缓存,记录必要业务埋点；读取高敏字段时额外记录访问审计,遵循最小采集；仅记录业务标识和状态，不记录自由文本中的个人信息,GET 可展示明确标记的最近缓存；写操作离线时禁止提交，不进入隐式离线队列,MediaDeleteMediaByIdResponse,READY_FOR_IMPLEMENTATION
ACT-V122-005,ANDROID,DIALOG-SEARCH-001,清空搜索历史确认,dialog://search-history-clear,清空历史,用户显式点击操作入口，且本地字段校验、权限、状态机前置条件全部满足,DELETE /api/v1/search/history,searchDeleteSearchHistory,SearchDeleteSearchHistoryParameters,登录,X-Idempotency-Key必填,以响应数据更新页面和关联缓存；展示“清空历史成功”；仅刷新受影响区域,400逐字段映射；401要求重新认证；403隐藏后续写入口并记录越权拒绝；409提示数据已变化并重新加载；422展示业务原因且保留输入；429显示可重试时间；500保留上下文并提供 requestId,ui_action_dialog_search_001_05,REQ-SEARCH-001;REQ-PAGE-SPEC-001,TST-V122-004,FROZEN_DETAILED_V1.2.2,DESTRUCTIVE_COMMAND,页面主按钮/行操作/更多菜单/标准弹层，具体位置由模板和页面操作规格确定,具备权限 登录，且资源状态允许“清空历史”；按钮显示条件由页面状态表和状态机共同决定,不存在同资源写请求；必填字段有效；服务端 version 未被本地标记过期；需要审批时已选择审批单,"校验 X-Idempotency-Key,xIdempotencyKey；同一业务意图生成稳定 X-Idempotency-Key；请求体变化必须换键",X-Idempotency-Key;xIdempotencyKey,必须二次确认；确认框展示目标、影响、不可逆性、原因、审批要求和将触发的通知,DELETE /api/v1/search/history；请求模型 SearchDeleteSearchHistoryParameters；响应模型 SearchDeleteSearchHistoryResponse,X-Idempotency-Key + 服务端结果查询,提交期间锁定同资源写操作，保留输入并显示明确进度；禁止全页无反馈等待,使用同一幂等键仅重试同一请求体；若服务端已受理则先查询结果；409版本冲突不得盲重试,默认留在当前页并刷新；创建成功进入详情，支付/认证/发布结果按对应流程导航,当前资源、来源列表、全局角标/余额/待办中与该领域相关的缓存；禁止无差别清空全部缓存,记录操作人、角色、目标、前后状态/版本、原因、审批单、requestId、IP/设备和结果,遵循最小采集；仅记录业务标识和状态，不记录自由文本中的个人信息,GET 可展示明确标记的最近缓存；写操作离线时禁止提交，不进入隐式离线队列,SearchDeleteSearchHistoryResponse,READY_FOR_IMPLEMENTATION
ACT-V122-006,ANDROID,SHEET-CONTENT-INVALID-001,联系方式失效反馈,sheet://content-invalid-feedback,二维码/链接失效反馈,用户显式点击操作入口，且本地字段校验、权限、状态机前置条件全部满足,POST /api/v1/contents/{id}/invalid-feedback,contentPostContentsByIdInvalidFeedback,ContentPostContentsByIdInvalidFeedbackRequest,登录,X-Idempotency-Key必填,以响应数据更新页面和关联缓存；展示“二维码/链接失效反馈成功”；仅刷新受影响区域,400逐字段映射；401要求重新认证；403隐藏后续写入口并记录越权拒绝；409提示数据已变化并重新加载；422展示业务原因且保留输入；429显示可重试时间；500保留上下文并提供 requestId,ui_action_sheet_content_invalid_001_06,REQ-ACTIVITY-001;REQ-CONTACT-001,TST-V122-005,FROZEN_DETAILED_V1.2.2,CREATE_OR_SUBMIT,页面主按钮/行操作/更多菜单/标准弹层，具体位置由模板和页面操作规格确定,具备权限 登录，且资源状态允许“二维码/链接失效反馈”；按钮显示条件由页面状态表和状态机共同决定,不存在同资源写请求；必填字段有效；服务端 version 未被本地标记过期；需要审批时已选择审批单,"校验 id,X-Idempotency-Key,reasonCode,description；同一业务意图生成稳定 X-Idempotency-Key；请求体变化必须换键",id;X-Idempotency-Key;reasonCode;description,必须二次确认；确认框展示目标、影响、不可逆性、原因、审批要求和将触发的通知,POST /api/v1/contents/{id}/invalid-feedback；请求模型 ContentPostContentsByIdInvalidFeedbackRequest；响应模型 ContentPostContentsByIdInvalidFeedbackResponse,X-Idempotency-Key + 服务端结果查询,提交期间锁定同资源写操作，保留输入并显示明确进度；禁止全页无反馈等待,使用同一幂等键仅重试同一请求体；若服务端已受理则先查询结果；409版本冲突不得盲重试,默认留在当前页并刷新；创建成功进入详情，支付/认证/发布结果按对应流程导航,当前资源、来源列表、全局角标/余额/待办中与该领域相关的缓存；禁止无差别清空全部缓存,记录必要业务埋点；读取高敏字段时额外记录访问审计,遵循最小采集；仅记录业务标识和状态，不记录自由文本中的个人信息,GET 可展示明确标记的最近缓存；写操作离线时禁止提交，不进入隐式离线队列,ContentPostContentsByIdInvalidFeedbackResponse,READY_FOR_IMPLEMENTATION
ACT-V122-007,ANDROID,DIALOG-CHAT-DELETE-001,删除会话确认,dialog://chat-delete,删除会话视图,用户显式点击操作入口，且本地字段校验、权限、状态机前置条件全部满足,DELETE /api/v1/conversations/{id},chatDeleteConversationsById,ChatDeleteConversationsByIdParameters,登录+成员,X-Idempotency-Key必填,按状态机更新资源并移除或禁用不再可用的操作；展示“删除会话视图成功”；保留操作记录入口,400逐字段映射；401要求重新认证；403隐藏后续写入口并记录越权拒绝；409提示数据已变化并重新加载；422展示业务原因且保留输入；429显示可重试时间；500保留上下文并提供 requestId,ui_action_dialog_chat_delete_001_07,REQ-CHAT-002,TST-V122-006,FROZEN_DETAILED_V1.2.2,DESTRUCTIVE_COMMAND,页面主按钮/行操作/更多菜单/标准弹层，具体位置由模板和页面操作规格确定,具备权限 登录+成员，且资源状态允许“删除会话视图”；按钮显示条件由页面状态表和状态机共同决定,不存在同资源写请求；必填字段有效；服务端 version 未被本地标记过期；需要审批时已选择审批单,"校验 id,X-Idempotency-Key,xIdempotencyKey；同一业务意图生成稳定 X-Idempotency-Key；请求体变化必须换键",id;X-Idempotency-Key;xIdempotencyKey,必须二次确认；确认框展示目标、影响、不可逆性、原因、审批要求和将触发的通知,DELETE /api/v1/conversations/{id}；请求模型 ChatDeleteConversationsByIdParameters；响应模型 ChatDeleteConversationsByIdResponse,X-Idempotency-Key + 服务端结果查询,提交期间锁定同资源写操作，保留输入并显示明确进度；禁止全页无反馈等待,使用同一幂等键仅重试同一请求体；若服务端已受理则先查询结果；409版本冲突不得盲重试,默认留在当前页并刷新；创建成功进入详情，支付/认证/发布结果按对应流程导航,当前资源、来源列表、全局角标/余额/待办中与该领域相关的缓存；禁止无差别清空全部缓存,记录操作人、角色、目标、前后状态/版本、原因、审批单、requestId、IP/设备和结果,遵循最小采集；仅记录业务标识和状态，不记录自由文本中的个人信息,GET 可展示明确标记的最近缓存；写操作离线时禁止提交，不进入隐式离线队列,ChatDeleteConversationsByIdResponse,READY_FOR_IMPLEMENTATION
