领域,表名,字段顺序,字段名,建议类型,可空,默认值,索引建议,约束来源,计划版本,成熟度
道具,content_refresh_records,3,user_prop_id,bigint,是,,INDEX,审计,R19,FROZEN
道具,content_refresh_records,4,layers,varchar(255),是,,,审计,R19,FROZEN
道具,content_refresh_records,5,executed_at,timestamptz,是,,INDEX,审计,R19,FROZEN
道具,content_refresh_records,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R19,FROZEN
道具,headline_slots,1,id,bigint,否,generated,PRIMARY KEY,资源位,R19,FROZEN
道具,headline_slots,2,page_code,varchar(255),否,,,资源位,R19,FROZEN
道具,headline_slots,3,slot_code,varchar(255),是,,,资源位,R19,FROZEN
道具,headline_slots,4,capacity,varchar(255),是,,,资源位,R19,FROZEN
道具,headline_slots,5,status,varchar(64),否,,,资源位,R19,FROZEN
道具,headline_slots,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R19,FROZEN
道具,headline_slots,7,updated_at,timestamptz,否,now(),,统一审计字段,R19,FROZEN
道具,headline_slot_bookings,1,id,bigint,否,generated,PRIMARY KEY,冲突检查,R19,FROZEN
道具,headline_slot_bookings,2,slot_id,bigint,否,,INDEX,冲突检查,R19,FROZEN
道具,headline_slot_bookings,3,content_id,bigint,是,,INDEX,冲突检查,R19,FROZEN
道具,headline_slot_bookings,4,entitlement_id,bigint,是,,INDEX,冲突检查,R19,FROZEN
道具,headline_slot_bookings,5,starts_at,timestamptz,是,,INDEX,冲突检查,R19,FROZEN
道具,headline_slot_bookings,6,ends_at,timestamptz,是,,INDEX,冲突检查,R19,FROZEN
道具,headline_slot_bookings,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R19,FROZEN
道具,headline_slot_bookings,8,updated_at,timestamptz,否,now(),,统一审计字段,R19,FROZEN
道具,color_themes,1,id,bigint,否,generated,PRIMARY KEY,设计Token,R19,FROZEN
道具,color_themes,2,code,varchar(64),否,,,设计Token,R19,FROZEN
道具,color_themes,3,token_json,jsonb,是,,,设计Token,R19,FROZEN
道具,color_themes,4,enabled,boolean,否,false,,设计Token,R19,FROZEN
道具,color_themes,5,created_at,timestamptz,否,now(),INDEX,统一审计字段,R19,FROZEN
道具,color_themes,6,updated_at,timestamptz,否,now(),,统一审计字段,R19,FROZEN
道具,prop_execution_logs,1,id,bigint,否,generated,PRIMARY KEY,重试,R19,FROZEN
道具,prop_execution_logs,2,user_prop_id,bigint,否,,INDEX,重试,R19,FROZEN
道具,prop_execution_logs,3,content_id,bigint,是,,INDEX,重试,R19,FROZEN
道具,prop_execution_logs,4,result,jsonb,是,,,重试,R19,FROZEN
道具,prop_execution_logs,5,error,text,是,,,重试,R19,FROZEN
道具,prop_execution_logs,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R19,FROZEN
红包,red_packet_campaigns,1,id,bigint,否,generated,PRIMARY KEY,一个内容一个活动约束,R20-R23,FROZEN
红包,red_packet_campaigns,2,content_id,bigint,否,,INDEX,一个内容一个活动约束,R20-R23,FROZEN
红包,red_packet_campaigns,3,owner_id,bigint,是,,INDEX,一个内容一个活动约束,R20-R23,FROZEN
红包,red_packet_campaigns,4,current_amount,bigint,是,,,一个内容一个活动约束,R20-R23,FROZEN
红包,red_packet_campaigns,5,total_count,integer,否,0,,一个内容一个活动约束,R20-R23,FROZEN
红包,red_packet_campaigns,6,status,varchar(64),否,,,一个内容一个活动约束,R20-R23,FROZEN
红包,red_packet_campaigns,7,required_seconds,integer,是,,,一个内容一个活动约束,R20-R23,FROZEN
红包,red_packet_campaigns,8,version,bigint,否,0,,乐观锁,R20-R23,FROZEN
红包,red_packet_campaigns,9,created_at,timestamptz,否,now(),INDEX,统一审计字段,R20-R23,FROZEN
红包,red_packet_campaigns,10,updated_at,timestamptz,否,now(),,统一审计字段,R20-R23,FROZEN
红包,red_packet_campaign_versions,1,id,bigint,否,generated,PRIMARY KEY,历史,R20-R23,FROZEN
红包,red_packet_campaign_versions,2,campaign_id,bigint,否,,INDEX,历史,R20-R23,FROZEN
红包,red_packet_campaign_versions,3,version_no,varchar(255),是,,,历史,R20-R23,FROZEN
红包,red_packet_campaign_versions,4,amount,bigint,是,,,历史,R20-R23,FROZEN
红包,red_packet_campaign_versions,5,remaining_at_effective,varchar(255),是,,,历史,R20-R23,FROZEN
红包,red_packet_campaign_versions,6,rule_snapshot,varchar(255),是,,,历史,R20-R23,FROZEN
红包,red_packet_campaign_versions,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R20-R23,FROZEN
红包,red_packet_quotes,1,id,bigint,否,generated,PRIMARY KEY,短期,R20-R23,FROZEN
红包,red_packet_quotes,2,campaign_id,bigint,否,,INDEX,短期,R20-R23,FROZEN
红包,red_packet_quotes,3,quote_type,varchar(255),是,,,短期,R20-R23,FROZEN
红包,red_packet_quotes,4,principal,bigint,是,,,短期,R20-R23,FROZEN
红包,red_packet_quotes,5,service_fee,bigint,是,,,短期,R20-R23,FROZEN
红包,red_packet_quotes,6,payable,bigint,是,,,短期,R20-R23,FROZEN
红包,red_packet_quotes,7,expires_at,timestamptz,是,,INDEX,短期,R20-R23,FROZEN
红包,red_packet_quotes,8,created_at,timestamptz,否,now(),INDEX,统一审计字段,R20-R23,FROZEN
红包,red_packet_quotes,9,updated_at,timestamptz,否,now(),,统一审计字段,R20-R23,FROZEN
红包,red_packet_orders,1,id,bigint,否,generated,PRIMARY KEY,创建/加价,R20-R23,FROZEN
红包,red_packet_orders,2,campaign_id,bigint,否,,INDEX,创建/加价,R20-R23,FROZEN
红包,red_packet_orders,3,order_id,bigint,是,,INDEX,创建/加价,R20-R23,FROZEN
红包,red_packet_orders,4,quote_id,bigint,是,,INDEX,创建/加价,R20-R23,FROZEN
红包,red_packet_orders,5,type,varchar(64),是,,,创建/加价,R20-R23,FROZEN
红包,red_packet_orders,6,version,bigint,否,0,,乐观锁,R20-R23,FROZEN
红包,red_packet_orders,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R20-R23,FROZEN
红包,red_packet_orders,8,updated_at,timestamptz,否,now(),,统一审计字段,R20-R23,FROZEN
红包,red_packet_stock,1,id,bigint,否,generated,PRIMARY KEY,乐观锁/原子,R20-R23,FROZEN
红包,red_packet_stock,2,campaign_id,bigint,否,,INDEX,乐观锁/原子,R20-R23,FROZEN
红包,red_packet_stock,3,total,integer,否,0,,乐观锁/原子,R20-R23,FROZEN
红包,red_packet_stock,4,claimed,integer,否,0,,乐观锁/原子,R20-R23,FROZEN
红包,red_packet_stock,5,reserved,integer,否,0,,乐观锁/原子,R20-R23,FROZEN
红包,red_packet_stock,6,version,bigint,否,0,,乐观锁/原子,R20-R23,FROZEN
红包,red_packet_stock,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R20-R23,FROZEN
红包,red_packet_stock,8,updated_at,timestamptz,否,now(),,统一审计字段,R20-R23,FROZEN
红包,red_packet_view_sessions,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R20-R23,FROZEN
红包,red_packet_view_sessions,2,campaign_id,bigint,否,,INDEX,用户+活动活跃唯一,R20-R23,FROZEN
红包,red_packet_view_sessions,3,user_id,bigint,否,,INDEX,用户+活动活跃唯一,R20-R23,FROZEN
红包,red_packet_view_sessions,4,reservation_id,bigint,是,,INDEX,用户+活动活跃唯一,R20-R23,FROZEN
红包,red_packet_view_sessions,5,required,boolean,是,,,用户+活动活跃唯一,R20-R23,FROZEN
红包,red_packet_view_sessions,6,valid_seconds,integer,是,,,用户+活动活跃唯一,R20-R23,FROZEN
红包,red_packet_view_sessions,7,status,varchar(64),否,,,用户+活动活跃唯一,R20-R23,FROZEN
红包,red_packet_view_sessions,8,expires_at,timestamptz,是,,INDEX,用户+活动活跃唯一,R20-R23,FROZEN
红包,red_packet_view_sessions,9,version,bigint,否,0,,乐观锁,R20-R23,FROZEN
红包,red_packet_view_sessions,10,created_at,timestamptz,否,now(),INDEX,统一审计字段,R20-R23,FROZEN
红包,red_packet_view_sessions,11,updated_at,timestamptz,否,now(),,统一审计字段,R20-R23,FROZEN
红包,red_packet_heartbeats,1,id,bigint,否,generated,PRIMARY KEY,可归档,R20-R23,FROZEN
红包,red_packet_heartbeats,2,session_id,bigint,否,,INDEX,可归档,R20-R23,FROZEN
红包,red_packet_heartbeats,3,server_time,timestamptz,是,,,可归档,R20-R23,FROZEN
红包,red_packet_heartbeats,4,foreground,boolean,是,,,可归档,R20-R23,FROZEN
红包,red_packet_heartbeats,5,visible,boolean,是,,,可归档,R20-R23,FROZEN
红包,red_packet_heartbeats,6,delta,bigint,是,,,可归档,R20-R23,FROZEN
红包,red_packet_heartbeats,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R20-R23,FROZEN
红包,red_packet_reservations,1,id,bigint,否,generated,PRIMARY KEY,库存一致,R20-R23,FROZEN
红包,red_packet_reservations,2,campaign_id,bigint,否,,INDEX,库存一致,R20-R23,FROZEN
红包,red_packet_reservations,3,user_id,bigint,是,,INDEX,库存一致,R20-R23,FROZEN
红包,red_packet_reservations,4,session_id,bigint,是,,INDEX,库存一致,R20-R23,FROZEN
红包,red_packet_reservations,5,amount_version,bigint,是,,,库存一致,R20-R23,FROZEN
红包,red_packet_reservations,6,expires_at,timestamptz,是,,INDEX,库存一致,R20-R23,FROZEN
红包,red_packet_reservations,7,status,varchar(64),否,,,库存一致,R20-R23,FROZEN
红包,red_packet_reservations,8,created_at,timestamptz,否,now(),INDEX,统一审计字段,R20-R23,FROZEN
红包,red_packet_reservations,9,updated_at,timestamptz,否,now(),,统一审计字段,R20-R23,FROZEN
红包,red_packet_claims,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R20-R23,FROZEN
红包,red_packet_claims,2,campaign_id,bigint,否,,INDEX,用户+活动唯一,R20-R23,FROZEN
红包,red_packet_claims,3,user_id,bigint,否,,INDEX,用户+活动唯一,R20-R23,FROZEN
红包,red_packet_claims,4,amount,bigint,是,,,用户+活动唯一,R20-R23,FROZEN
红包,red_packet_claims,5,amount_version,bigint,是,,,用户+活动唯一,R20-R23,FROZEN
红包,red_packet_claims,6,status,varchar(64),否,,,用户+活动唯一,R20-R23,FROZEN
红包,red_packet_claims,7,reward_ledger_id,bigint,是,,INDEX,用户+活动唯一,R20-R23,FROZEN
红包,red_packet_claims,8,created_at,timestamptz,否,now(),INDEX,统一审计字段,R20-R23,FROZEN
红包,red_packet_claims,9,updated_at,timestamptz,否,now(),,统一审计字段,R20-R23,FROZEN
红包,red_packet_task_evidence,1,id,bigint,否,generated,PRIMARY KEY,风控,R20-R23,FROZEN
红包,red_packet_task_evidence,2,claim_id,bigint,否,,INDEX,风控,R20-R23,FROZEN
红包,red_packet_task_evidence,3,session_id,bigint,是,,INDEX,风控,R20-R23,FROZEN
红包,red_packet_task_evidence,4,evidence_json,jsonb,是,,,风控,R20-R23,FROZEN
红包,red_packet_task_evidence,5,created_at,timestamptz,否,now(),INDEX,统一审计字段,R20-R23,FROZEN
红包,red_packet_task_evidence,6,updated_at,timestamptz,否,now(),,统一审计字段,R20-R23,FROZEN
红包,red_packet_ledger,1,id,bigint,否,generated,PRIMARY KEY,不可变,R20-R23,FROZEN
红包,red_packet_ledger,2,campaign_id,bigint,否,,INDEX,不可变,R20-R23,FROZEN
红包,red_packet_ledger,3,entry_type,varchar(255),是,,,不可变,R20-R23,FROZEN
红包,red_packet_ledger,4,amount,bigint,是,,,不可变,R20-R23,FROZEN
红包,red_packet_ledger,5,balance_after,bigint,是,,,不可变,R20-R23,FROZEN
红包,red_packet_ledger,6,biz_id,bigint,是,,INDEX,不可变,R20-R23,FROZEN
红包,red_packet_ledger,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R20-R23,FROZEN
红包,red_packet_campaign_stats,1,id,bigint,否,generated,PRIMARY KEY,聚合,R20-R23,FROZEN
红包,red_packet_campaign_stats,2,campaign_id,bigint,否,,INDEX,聚合,R20-R23,FROZEN
红包,red_packet_campaign_stats,3,metrics_json,jsonb,是,,,聚合,R20-R23,FROZEN
红包,red_packet_campaign_stats,4,updated_at,timestamptz,否,now(),INDEX,聚合,R20-R23,FROZEN
红包,red_packet_campaign_stats,5,created_at,timestamptz,否,now(),INDEX,统一审计字段,R20-R23,FROZEN
奖励,reward_accounts,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R24,FROZEN
奖励,reward_accounts,2,user_id,bigint,否,,INDEX,user唯一,R24,FROZEN
奖励,reward_accounts,3,pending,bigint,否,0,,user唯一,R24,FROZEN
奖励,reward_accounts,4,available,bigint,否,0,,user唯一,R24,FROZEN
奖励,reward_accounts,5,frozen,bigint,否,0,,user唯一,R24,FROZEN
奖励,reward_accounts,6,withdrawing,bigint,否,0,,user唯一,R24,FROZEN
奖励,reward_accounts,7,withdrawn,bigint,否,0,,user唯一,R24,FROZEN
奖励,reward_accounts,8,version,bigint,否,0,,乐观锁,R24,FROZEN
奖励,reward_accounts,9,created_at,timestamptz,否,now(),INDEX,统一审计字段,R24,FROZEN
奖励,reward_accounts,10,updated_at,timestamptz,否,now(),,统一审计字段,R24,FROZEN
奖励,reward_ledger,1,id,bigint,否,generated,PRIMARY KEY,幂等业务键,R24,FROZEN
奖励,reward_ledger,2,user_id,bigint,否,,INDEX,幂等业务键,R24,FROZEN
奖励,reward_ledger,3,source_type,varchar(255),是,,,幂等业务键,R24,FROZEN
奖励,reward_ledger,4,amount,bigint,是,,,幂等业务键,R24,FROZEN
奖励,reward_ledger,5,status,varchar(64),否,,,幂等业务键,R24,FROZEN
奖励,reward_ledger,6,biz_id,bigint,是,,INDEX,幂等业务键,R24,FROZEN
奖励,reward_ledger,7,balance_after,bigint,是,,,幂等业务键,R24,FROZEN
奖励,reward_ledger,8,created_at,timestamptz,否,now(),INDEX,统一审计字段,R24,FROZEN
奖励,reward_settlements,1,id,bigint,否,generated,PRIMARY KEY,调度,R24,FROZEN
奖励,reward_settlements,2,ledger_id,bigint,否,,INDEX,调度,R24,FROZEN
奖励,reward_settlements,3,settle_at,timestamptz,是,,INDEX,调度,R24,FROZEN
奖励,reward_settlements,4,status,varchar(64),否,,,调度,R24,FROZEN
奖励,reward_settlements,5,risk_result,varchar(255),是,,,调度,R24,FROZEN
奖励,reward_settlements,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R24,FROZEN
奖励,reward_settlements,7,updated_at,timestamptz,否,now(),,统一审计字段,R24,FROZEN
奖励,reward_freezes,1,id,bigint,否,generated,PRIMARY KEY,可释放/冲正,R24,FROZEN
奖励,reward_freezes,2,user_id,bigint,否,,INDEX,可释放/冲正,R24,FROZEN
奖励,reward_freezes,3,ledger_id,bigint,是,,INDEX,可释放/冲正,R24,FROZEN
奖励,reward_freezes,4,reason,text,是,,,可释放/冲正,R24,FROZEN
奖励,reward_freezes,5,status,varchar(64),否,,,可释放/冲正,R24,FROZEN
奖励,reward_freezes,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R24,FROZEN
奖励,reward_freezes,7,updated_at,timestamptz,否,now(),,统一审计字段,R24,FROZEN
提现,payout_accounts,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R24,FROZEN
提现,payout_accounts,2,user_id,bigint,否,,INDEX,user当前唯一,R24,FROZEN
提现,payout_accounts,3,account_cipher,integer,否,,,user当前唯一,R24,FROZEN
提现,payout_accounts,4,account_hash,integer,是,,,user当前唯一,R24,FROZEN
提现,payout_accounts,5,real_name,varchar(255),是,,,user当前唯一,R24,FROZEN
提现,payout_accounts,6,status,varchar(64),否,,,user当前唯一,R24,FROZEN
提现,payout_accounts,7,version,bigint,否,0,,乐观锁,R24,FROZEN
提现,payout_accounts,8,created_at,timestamptz,否,now(),INDEX,统一审计字段,R24,FROZEN
提现,payout_accounts,9,updated_at,timestamptz,否,now(),,统一审计字段,R24,FROZEN
提现,withdrawal_requests,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R24,FROZEN
提现,withdrawal_requests,2,withdraw_no,varchar(255),否,,,withdraw_no唯一,R24,FROZEN
提现,withdrawal_requests,3,user_id,bigint,否,,INDEX,withdraw_no唯一,R24,FROZEN
提现,withdrawal_requests,4,amount,bigint,是,,,withdraw_no唯一,R24,FROZEN
提现,withdrawal_requests,5,fee,bigint,是,,,withdraw_no唯一,R24,FROZEN
提现,withdrawal_requests,6,net_amount,bigint,是,,,withdraw_no唯一,R24,FROZEN
提现,withdrawal_requests,7,status,varchar(64),否,,,withdraw_no唯一,R24,FROZEN
提现,withdrawal_requests,8,version,bigint,否,0,,乐观锁,R24,FROZEN
提现,withdrawal_requests,9,created_at,timestamptz,否,now(),INDEX,统一审计字段,R24,FROZEN
提现,withdrawal_requests,10,updated_at,timestamptz,否,now(),,统一审计字段,R24,FROZEN
提现,payout_transactions,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R24,FROZEN
提现,payout_transactions,2,withdrawal_id,bigint,否,,INDEX,provider唯一,R24,FROZEN
提现,payout_transactions,3,gateway,varchar(255),否,,,provider唯一,R24,FROZEN
提现,payout_transactions,4,provider_order_no,varchar(128),是,,,provider唯一,R24,FROZEN
提现,payout_transactions,5,status,varchar(64),否,,,provider唯一,R24,FROZEN
提现,payout_transactions,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R24,FROZEN
提现,payout_transactions,7,updated_at,timestamptz,否,now(),,统一审计字段,R24,FROZEN
提现,payout_callbacks,1,id,bigint,否,generated,PRIMARY KEY,幂等,R24,FROZEN
提现,payout_callbacks,2,provider_order_no,varchar(128),否,,,幂等,R24,FROZEN
提现,payout_callbacks,3,payload_cipher,varchar(255),是,,,幂等,R24,FROZEN
提现,payout_callbacks,4,processed,boolean,是,,,幂等,R24,FROZEN
提现,payout_callbacks,5,created_at,timestamptz,否,now(),INDEX,统一审计字段,R24,FROZEN
提现,payout_reconciliation_records,1,id,bigint,否,generated,PRIMARY KEY,日期,R24,FROZEN
提现,payout_reconciliation_records,2,recon_date,date,否,,,日期,R24,FROZEN
提现,payout_reconciliation_records,3,result,jsonb,是,,,日期,R24,FROZEN
提现,payout_reconciliation_records,4,diff_json,jsonb,是,,,日期,R24,FROZEN
提现,payout_reconciliation_records,5,created_at,timestamptz,否,now(),INDEX,统一审计字段,R24,FROZEN
推广,invite_codes,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R25,FROZEN
推广,invite_codes,2,user_id,bigint,否,,INDEX,code唯一,R25,FROZEN
推广,invite_codes,3,code,varchar(64),否,,,code唯一,R25,FROZEN
推广,invite_codes,4,status,varchar(64),否,,,code唯一,R25,FROZEN
推广,invite_codes,5,created_at,timestamptz,否,now(),INDEX,统一审计字段,R25,FROZEN
推广,invite_codes,6,updated_at,timestamptz,否,now(),,统一审计字段,R25,FROZEN
推广,referral_relations,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R25,FROZEN
推广,referral_relations,2,inviter_id,bigint,否,,INDEX,invitee唯一有效关系,R25,FROZEN
推广,referral_relations,3,invitee_id,bigint,否,,INDEX,invitee唯一有效关系,R25,FROZEN
推广,referral_relations,4,level1_parent_id,bigint,是,,INDEX,invitee唯一有效关系,R25,FROZEN
推广,referral_relations,5,bound_at,timestamptz,是,,INDEX,invitee唯一有效关系,R25,FROZEN
推广,referral_relations,6,status,varchar(64),否,,,invitee唯一有效关系,R25,FROZEN
推广,referral_relations,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R25,FROZEN
推广,referral_relations,8,updated_at,timestamptz,否,now(),,统一审计字段,R25,FROZEN
推广,referral_binding_logs,1,id,bigint,否,generated,PRIMARY KEY,审计,R25,FROZEN
推广,referral_binding_logs,2,invitee_id,bigint,否,,INDEX,审计,R25,FROZEN
推广,referral_binding_logs,3,old_inviter,varchar(255),是,,,审计,R25,FROZEN
推广,referral_binding_logs,4,new_inviter,varchar(255),是,,,审计,R25,FROZEN
推广,referral_binding_logs,5,reason,text,是,,,审计,R25,FROZEN
推广,referral_binding_logs,6,admin_id,bigint,是,,INDEX,审计,R25,FROZEN
推广,referral_binding_logs,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R25,FROZEN
推广,commission_policy_versions,1,id,bigint,否,generated,PRIMARY KEY,不可修改历史,R25,FROZEN
推广,commission_policy_versions,2,name,varchar(255),否,,,不可修改历史,R25,FROZEN
推广,commission_policy_versions,3,starts_at,timestamptz,是,,INDEX,不可修改历史,R25,FROZEN
推广,commission_policy_versions,4,config_json,jsonb,是,,,不可修改历史,R25,FROZEN
推广,commission_policy_versions,5,created_at,timestamptz,否,now(),INDEX,统一审计字段,R25,FROZEN
推广,commission_records,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R25,FROZEN
推广,commission_records,2,order_id,bigint,否,,INDEX,订单+受益人+层级唯一,R25,FROZEN
推广,commission_records,3,beneficiary_id,bigint,否,,INDEX,订单+受益人+层级唯一,R25,FROZEN
推广,commission_records,4,source_user_id,bigint,是,,INDEX,订单+受益人+层级唯一,R25,FROZEN
推广,commission_records,5,level,integer,是,,,订单+受益人+层级唯一,R25,FROZEN
推广,commission_records,6,base,bigint,是,,,订单+受益人+层级唯一,R25,FROZEN
推广,commission_records,7,rate,varchar(255),是,,,订单+受益人+层级唯一,R25,FROZEN
推广,commission_records,8,amount,bigint,是,,,订单+受益人+层级唯一,R25,FROZEN
推广,commission_records,9,status,varchar(64),否,,,订单+受益人+层级唯一,R25,FROZEN
推广,commission_records,10,created_at,timestamptz,否,now(),INDEX,统一审计字段,R25,FROZEN
推广,commission_settlements,1,id,bigint,否,generated,PRIMARY KEY,调度,R25,FROZEN
推广,commission_settlements,2,commission_id,bigint,否,,INDEX,调度,R25,FROZEN
推广,commission_settlements,3,settle_at,timestamptz,是,,INDEX,调度,R25,FROZEN
推广,commission_settlements,4,risk_result,varchar(255),是,,,调度,R25,FROZEN
推广,commission_settlements,5,status,varchar(64),否,,,调度,R25,FROZEN
推广,commission_settlements,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R25,FROZEN
推广,commission_settlements,7,updated_at,timestamptz,否,now(),,统一审计字段,R25,FROZEN
推广,referral_materials,1,id,bigint,否,generated,PRIMARY KEY,CMS,R25,FROZEN
推广,referral_materials,2,type,varchar(64),否,,,CMS,R25,FROZEN
推广,referral_materials,3,title,varchar(255),是,,,CMS,R25,FROZEN
推广,referral_materials,4,content,text,是,,,CMS,R25,FROZEN
推广,referral_materials,5,media_id,bigint,是,,INDEX,CMS,R25,FROZEN
推广,referral_materials,6,status,varchar(64),否,,,CMS,R25,FROZEN
推广,referral_materials,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R25,FROZEN
推广,referral_materials,8,updated_at,timestamptz,否,now(),,统一审计字段,R25,FROZEN
推广,referral_violation_records,1,id,bigint,否,generated,PRIMARY KEY,治理,R25,FROZEN
推广,referral_violation_records,2,user_id,bigint,否,,INDEX,治理,R25,FROZEN
推广,referral_violation_records,3,type,varchar(64),是,,,治理,R25,FROZEN
推广,referral_violation_records,4,evidence,varchar(255),是,,,治理,R25,FROZEN
推广,referral_violation_records,5,status,varchar(64),否,,,治理,R25,FROZEN
推广,referral_violation_records,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R25,FROZEN
推广活跃,referral_activity_rule_versions,1,id,bigint,否,generated,PRIMARY KEY,版本化,R26,FROZEN
推广活跃,referral_activity_rule_versions,2,name,varchar(255),否,,,版本化,R26,FROZEN
推广活跃,referral_activity_rule_versions,3,starts_at,timestamptz,是,,INDEX,版本化,R26,FROZEN
推广活跃,referral_activity_rule_versions,4,daily_cap,varchar(255),是,,,版本化,R26,FROZEN
推广活跃,referral_activity_rule_versions,5,config_json,jsonb,是,,,版本化,R26,FROZEN
推广活跃,referral_activity_rule_versions,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R26,FROZEN
推广活跃,referral_activity_rules,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R26,FROZEN
推广活跃,referral_activity_rules,2,version_id,bigint,否,,INDEX,事件唯一,R26,FROZEN
推广活跃,referral_activity_rules,3,event_type,varchar(255),否,,,事件唯一,R26,FROZEN
推广活跃,referral_activity_rules,4,score,integer,是,,,事件唯一,R26,FROZEN
推广活跃,referral_activity_rules,5,frequency,varchar(255),是,,,事件唯一,R26,FROZEN
推广活跃,referral_activity_rules,6,conditions_json,jsonb,是,,,事件唯一,R26,FROZEN
推广活跃,referral_activity_rules,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R26,FROZEN
推广活跃,referral_activity_rules,8,updated_at,timestamptz,否,now(),,统一审计字段,R26,FROZEN
推广活跃,referral_activity_progress,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R26,FROZEN
推广活跃,referral_activity_progress,2,relation_id,bigint,否,,INDEX,relation唯一,R26,FROZEN
推广活跃,referral_activity_progress,3,invitee_id,bigint,否,,INDEX,relation唯一,R26,FROZEN
推广活跃,referral_activity_progress,4,current_score,integer,是,,,relation唯一,R26,FROZEN
推广活跃,referral_activity_progress,5,highest_milestone,varchar(255),是,,,relation唯一,R26,FROZEN
推广活跃,referral_activity_progress,6,status,varchar(64),否,,,relation唯一,R26,FROZEN
推广活跃,referral_activity_progress,7,version,bigint,否,0,,乐观锁,R26,FROZEN
推广活跃,referral_activity_progress,8,created_at,timestamptz,否,now(),INDEX,统一审计字段,R26,FROZEN
推广活跃,referral_activity_progress,9,updated_at,timestamptz,否,now(),,统一审计字段,R26,FROZEN
推广活跃,referral_activity_events,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R26,FROZEN
推广活跃,referral_activity_events,2,relation_id,bigint,否,,INDEX,idem_key唯一,R26,FROZEN
推广活跃,referral_activity_events,3,invitee_id,bigint,否,,INDEX,idem_key唯一,R26,FROZEN
推广活跃,referral_activity_events,4,event_type,varchar(255),是,,,idem_key唯一,R26,FROZEN
推广活跃,referral_activity_events,5,delta,bigint,是,,,idem_key唯一,R26,FROZEN
推广活跃,referral_activity_events,6,before,varchar(255),是,,,idem_key唯一,R26,FROZEN
推广活跃,referral_activity_events,7,after,varchar(255),是,,,idem_key唯一,R26,FROZEN
推广活跃,referral_activity_events,8,biz_id,bigint,是,,INDEX,idem_key唯一,R26,FROZEN
推广活跃,referral_activity_events,9,idem_key,varchar(255),是,,,idem_key唯一,R26,FROZEN
推广活跃,referral_activity_events,10,created_at,timestamptz,否,now(),INDEX,统一审计字段,R26,FROZEN
推广活跃,referral_milestones,1,id,bigint,否,generated,PRIMARY KEY,技术主键,R26,FROZEN
推广活跃,referral_milestones,2,version_id,bigint,否,,INDEX,版本+score唯一,R26,FROZEN
推广活跃,referral_milestones,3,score,integer,否,,,版本+score唯一,R26,FROZEN
推广活跃,referral_milestones,4,sequence,integer,是,,,版本+score唯一,R26,FROZEN
推广活跃,referral_milestones,5,enabled,boolean,否,false,,版本+score唯一,R26,FROZEN
推广活跃,referral_milestones,6,created_at,timestamptz,否,now(),INDEX,统一审计字段,R26,FROZEN
推广活跃,referral_milestones,7,updated_at,timestamptz,否,now(),,统一审计字段,R26,FROZEN
推广活跃,referral_reward_matrix,1,id,bigint,否,generated,PRIMARY KEY,逐格配置,R26,FROZEN
推广活跃,referral_reward_matrix,2,milestone_id,bigint,否,,INDEX,逐格配置,R26,FROZEN
推广活跃,referral_reward_matrix,3,member_term,varchar(255),是,,,逐格配置,R26,FROZEN
推广活跃,referral_reward_matrix,4,reward_amount,bigint,是,,,逐格配置,R26,FROZEN
推广活跃,referral_reward_matrix,5,enabled,boolean,否,false,,逐格配置,R26,FROZEN
推广活跃,referral_reward_matrix,6,settle_delay,varchar(255),是,,,逐格配置,R26,FROZEN
推广活跃,referral_reward_matrix,7,created_at,timestamptz,否,now(),INDEX,统一审计字段,R26,FROZEN
推广活跃,referral_reward_matrix,8,updated_at,timestamptz,否,now(),,统一审计字段,R26,FROZEN
