operationId,方法,路径,用途,权限,计划版本,错误码,400处理,401处理,403处理,404处理,409处理,422处理,429处理,500处理,成熟度
adminContentPostContentsByIdBan,POST,/admin-api/v1/contents/{id}/ban,违规封禁,content.ban,R06,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;CONTENT-409-STATUS_TRANSITION,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminContentPostContentsByIdRecommend,POST,/admin-api/v1/contents/{id}/recommend,运营推荐,content.recommend,R06,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;CONTENT-409-STATUS_TRANSITION,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminContentPostContentsByIdOfficialMark,POST,/admin-api/v1/contents/{id}/official-mark,官方标识,content.official,R06,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;CONTENT-409-STATUS_TRANSITION,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminContentGetContentDictionaries,GET,/admin-api/v1/content-dictionaries,内容字典,content.dict.read,R06,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;CONTENT-409-STATUS_TRANSITION,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminContentPutContentDictionariesByCode,PUT,/admin-api/v1/content-dictionaries/{code},修改字典,content.dict.write,R06,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;CONTENT-409-STATUS_TRANSITION,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminReviewGetReviewsQueue,GET,/admin-api/v1/reviews/queue,统一审核队列,review.read,R12,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;CONTENT-409-STATUS_TRANSITION,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminReviewGetReviewsById,GET,/admin-api/v1/reviews/{id},审核详情,review.read,R12,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;CONTENT-409-STATUS_TRANSITION,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminReviewPostReviewsByIdDecide,POST,/admin-api/v1/reviews/{id}/decide,通过/驳回/二审,review.decide,R12,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;CONTENT-409-STATUS_TRANSITION,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminReviewPostReviewsByIdAssign,POST,/admin-api/v1/reviews/{id}/assign,分配审核员,review.assign,R12,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;CONTENT-409-STATUS_TRANSITION,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminReportsGetContentReports,GET,/admin-api/v1/content-reports,内容举报列表,report.read,R15,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminReportsPostContentReportsByIdDecide,POST,/admin-api/v1/content-reports/{id}/decide,处理举报,report.decide,R15,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminAppealsGetAppeals,GET,/admin-api/v1/appeals,申诉列表,appeal.read,R15,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminAppealsPostAppealsByIdDecide,POST,/admin-api/v1/appeals/{id}/decide,处理申诉,appeal.decide,R15,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminRedPacketGetRedPacketCampaigns,GET,/admin-api/v1/red-packet-campaigns,红包活动列表,redpacket.read,R20-R23,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;REDPACKET-409-STOCK_EXHAUSTED;REDPACKET-409-ALREADY_CLAIMED;REDPACKET-422-VIEW_INVALID,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminRedPacketGetRedPacketCampaignsById,GET,/admin-api/v1/red-packet-campaigns/{id},活动详情,redpacket.read,R20-R23,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;REDPACKET-409-STOCK_EXHAUSTED;REDPACKET-409-ALREADY_CLAIMED;REDPACKET-422-VIEW_INVALID,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminRedPacketPostRedPacketCampaignsByIdReview,POST,/admin-api/v1/red-packet-campaigns/{id}/review,预审核,redpacket.review,R20-R23,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;REDPACKET-409-STOCK_EXHAUSTED;REDPACKET-409-ALREADY_CLAIMED;REDPACKET-422-VIEW_INVALID,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminRedPacketPostRedPacketCampaignsByIdPause,POST,/admin-api/v1/red-packet-campaigns/{id}/pause,平台暂停,redpacket.manage,R20-R23,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;REDPACKET-409-STOCK_EXHAUSTED;REDPACKET-409-ALREADY_CLAIMED;REDPACKET-422-VIEW_INVALID,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminRedPacketPostRedPacketCampaignsByIdResume,POST,/admin-api/v1/red-packet-campaigns/{id}/resume,恢复,redpacket.manage,R20-R23,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;REDPACKET-409-STOCK_EXHAUSTED;REDPACKET-409-ALREADY_CLAIMED;REDPACKET-422-VIEW_INVALID,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminRedPacketPostRedPacketCampaignsByIdTerminate,POST,/admin-api/v1/red-packet-campaigns/{id}/terminate,平台终止且不退款,redpacket.terminate,R20-R23,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;REDPACKET-409-STOCK_EXHAUSTED;REDPACKET-409-ALREADY_CLAIMED;REDPACKET-422-VIEW_INVALID,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminRedPacketGetRedPacketCampaignsByIdSessions,GET,/admin-api/v1/red-packet-campaigns/{id}/sessions,浏览会话和锁定,redpacket.read,R20-R23,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;REDPACKET-409-STOCK_EXHAUSTED;REDPACKET-409-ALREADY_CLAIMED;REDPACKET-422-VIEW_INVALID,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminRedPacketGetRedPacketCampaignsByIdClaims,GET,/admin-api/v1/red-packet-campaigns/{id}/claims,领取记录,redpacket.read,R20-R23,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;REDPACKET-409-STOCK_EXHAUSTED;REDPACKET-409-ALREADY_CLAIMED;REDPACKET-422-VIEW_INVALID,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminRedPacketGetRedPacketCampaignsByIdLedger,GET,/admin-api/v1/red-packet-campaigns/{id}/ledger,红包账本,redpacket.finance,R20-R23,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;REDPACKET-409-STOCK_EXHAUSTED;REDPACKET-409-ALREADY_CLAIMED;REDPACKET-422-VIEW_INVALID,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminProductsGetProducts,GET,/admin-api/v1/products,商品列表,product.read,R16,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminProductsPostProducts,POST,/admin-api/v1/products,创建商品,product.write,R16,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminProductsPatchProductsById,PATCH,/admin-api/v1/products/{id},修改商品,product.write,R16,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminProductsGetSkus,GET,/admin-api/v1/skus,SKU列表,product.read,R16,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminProductsPostSkus,POST,/admin-api/v1/skus,创建SKU,product.write,R16,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminProductsPatchSkusById,PATCH,/admin-api/v1/skus/{id},修改SKU,product.write,R16,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminOrdersGetOrders,GET,/admin-api/v1/orders,订单列表,order.read,R16,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminOrdersGetOrdersByOrderno,GET,/admin-api/v1/orders/{orderNo},订单详情,order.read,R16,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminPaymentsGetPayments,GET,/admin-api/v1/payments,支付交易,payment.read,R17,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;PAYMENT-409-AMOUNT_MISMATCH;PAYMENT-422-GATEWAY_REJECTED,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminPaymentsGetPaymentCallbacks,GET,/admin-api/v1/payment-callbacks,支付回调日志,payment.read,R17,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;PAYMENT-409-AMOUNT_MISMATCH;PAYMENT-422-GATEWAY_REJECTED,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminPaymentsPostPaymentsByIdQuery,POST,/admin-api/v1/payments/{id}/query,主动查单,payment.query,R17,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;PAYMENT-409-AMOUNT_MISMATCH;PAYMENT-422-GATEWAY_REJECTED,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminPaymentsGetPaymentExceptions,GET,/admin-api/v1/payment-exceptions,异常账务,payment.exception.read,R17,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;PAYMENT-409-AMOUNT_MISMATCH;PAYMENT-422-GATEWAY_REJECTED,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminPaymentsPostPaymentExceptionsByIdResolve,POST,/admin-api/v1/payment-exceptions/{id}/resolve,处理异常账务,payment.exception.resolve,R17,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;PAYMENT-409-AMOUNT_MISMATCH;PAYMENT-422-GATEWAY_REJECTED,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminPaymentsPostPaymentReconciliationRun,POST,/admin-api/v1/payment-reconciliation/run,执行对账,payment.reconcile,R17,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;PAYMENT-409-AMOUNT_MISMATCH;PAYMENT-422-GATEWAY_REJECTED,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminRewardsGetRewardAccounts,GET,/admin-api/v1/reward-accounts,奖励账户列表,reward.read,R24,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;REWARD-423-RISK_FROZEN,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminRewardsGetRewardAccountsByUseridLedger,GET,/admin-api/v1/reward-accounts/{userId}/ledger,用户奖励流水,reward.read,R24,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;REWARD-423-RISK_FROZEN,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
adminRewardsPostRewardAdjustments,POST,/admin-api/v1/reward-adjustments,创建奖励调整申请,reward.adjust.request,R24,COMMON-400-VALIDATION;COMMON-401-UNAUTHENTICATED;COMMON-403-FORBIDDEN;COMMON-404-NOT_FOUND;COMMON-409-VERSION_CONFLICT;COMMON-422-BUSINESS_RULE;COMMON-429-RATE_LIMITED;COMMON-500-INTERNAL;REWARD-423-RISK_FROZEN,逐字段映射，不使用通用失败Toast,刷新/重新认证并恢复安全目标,收回操作入口且不泄露资源存在性,进入资源不存在/失效状态,重新加载version和差异，禁止盲目覆盖,展示业务原因并保留安全输入,显示服务端重试时间,保留上下文和requestId，提供人工重试,FROZEN_V1.2.2
