契约类型,契约标识,operationId,计划版本,成熟度,安全模型,请求Schema,响应Schema,幂等,UI/系统所有者,事实源,事实源SHA256,冻结日期,变更策略
CLIENT_API,GET /api/v1/support/tickets,supportGetSupportTickets,R15,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",SupportGetSupportTicketsParameters,SupportGetSupportTicketsResponse,否,SCR-SUPPORT-003,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/support/tickets/{id},supportGetSupportTicketsById,R15,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",SupportGetSupportTicketsByIdParameters,SupportGetSupportTicketsByIdResponse,否,SCR-SUPPORT-004,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /api/v1/support/tickets/{id}/messages,supportPostSupportTicketsByIdMessages,R15,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",SupportPostSupportTicketsByIdMessagesRequest,SupportPostSupportTicketsByIdMessagesResponse,是,SCR-SUPPORT-004,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /api/v1/app/version-check,appReleaseGetAppVersionCheck,P00/R02/R29,FROZEN_V1.2.2,"[{},{""BearerAuth"":[]}]",AppReleaseGetAppVersionCheckParameters,AppReleaseGetAppVersionCheckResponse,否,SCR-APP-001,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /public-api/v1/home-page,publicGetHomePage,R28,FROZEN_V1.2.2,[],PublicGetHomePageParameters,PublicGetHomePageResponse,否,H5-001,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /public-api/v1/app/latest,publicGetAppLatest,R28,FROZEN_V1.2.2,[],PublicGetAppLatestParameters,PublicGetAppLatestResponse,否,H5-001;H5-002;H5-003;SCR-APP-003,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /public-api/v1/share/contents/{id},publicGetShareContentsById,R28,FROZEN_V1.2.2,[],PublicGetShareContentsByIdParameters,PublicGetShareContentsByIdResponse,否,H5-004;H5-005;H5-006;H5-007,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /public-api/v1/invite/{code},publicGetInviteByCode,R28,FROZEN_V1.2.2,[],PublicGetInviteByCodeParameters,PublicGetInviteByCodeResponse,否,H5-003,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /public-api/v1/invite/{code}/registration-config,publicGetInviteByCodeRegistrationConfig,R28,FROZEN_V1.2.2,[],PublicGetInviteByCodeRegistrationConfigParameters,PublicGetInviteByCodeRegistrationConfigResponse,否,H5-013,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /public-api/v1/agreements/{code},publicGetAgreementsByCode,R28,FROZEN_V1.2.2,[],PublicGetAgreementsByCodeParameters,PublicGetAgreementsByCodeResponse,否,H5-010;SCR-ABOUT-001;SCR-REF-008,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /public-api/v1/platform/status,publicGetPlatformStatus,P00/R02,FROZEN_V1.2.2,[],PublicGetPlatformStatusParameters,PublicGetPlatformStatusResponse,否,SCR-APP-001;SCR-APP-002,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,POST /public-api/v1/app/version-check,appReleasePostAppVersionCheck,P00/R02/R29,FROZEN_V1.2.2,[],AppReleasePostAppVersionCheckRequest,AppReleasePostAppVersionCheckResponse,否,SCR-ABOUT-001;SCR-APP-001;SCR-APP-003,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
CLIENT_API,GET /public-api/v1/help/articles/{id},publicGetHelpArticlesById,R15/R28,FROZEN_V1.2.2,[],PublicGetHelpArticlesByIdParameters,PublicGetHelpArticlesByIdResponse,否,H5-002;H5-011,contracts/openapi.yaml,cb2defe41fb579379f683661e6b79322e0f62a1c9afe542c027ec2003acd08cc,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/auth/login,adminAdminAuthPostAuthLogin,R01,FROZEN_V1.2.2,[],AdminAdminAuthPostAuthLoginRequest,AdminAdminAuthPostAuthLoginResponse,是,ADM-AUTH-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/auth/mfa/verify,adminAdminAuthPostAuthMfaVerify,R01,FROZEN_V1.2.2,"[{""MfaTicketAuth"":[]}]",AdminAdminAuthPostAuthMfaVerifyRequest,AdminAdminAuthPostAuthMfaVerifyResponse,是,ADM-AUTH-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/auth/logout,adminAdminAuthPostAuthLogout,R01,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminAdminAuthPostAuthLogoutRequest,AdminAdminAuthPostAuthLogoutResponse,是,ADM-SECURITY-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/dashboard/summary,adminDashboardGetDashboardSummary,R30,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminDashboardGetDashboardSummaryParameters,AdminDashboardGetDashboardSummaryResponse,否,ADM-DASH-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/dashboard/todos,adminDashboardGetDashboardTodos,R30,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminDashboardGetDashboardTodosParameters,AdminDashboardGetDashboardTodosResponse,否,ADM-DASH-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/users,adminUsersGetUsers,R02,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminUsersGetUsersParameters,AdminUsersGetUsersResponse,否,ADM-USER-001;ADM-USER-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/users/{id},adminUsersGetUsersById,R02,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminUsersGetUsersByIdParameters,AdminUsersGetUsersByIdResponse,否,ADM-USER-001;ADM-USER-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/users/{id}/restrictions,adminUsersPostUsersByIdRestrictions,R02,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminUsersPostUsersByIdRestrictionsRequest,AdminUsersPostUsersByIdRestrictionsResponse,是,ADM-USER-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,DELETE /admin-api/v1/users/{id}/restrictions/{type},adminUsersDeleteUsersByIdRestrictionsByType,R02,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminUsersDeleteUsersByIdRestrictionsByTypeParameters,AdminUsersDeleteUsersByIdRestrictionsByTypeResponse,是,ADM-USER-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/users/{id}/freeze,adminUsersPostUsersByIdFreeze,R02,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminUsersPostUsersByIdFreezeRequest,AdminUsersPostUsersByIdFreezeResponse,是,ADM-USER-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/users/{id}/unfreeze,adminUsersPostUsersByIdUnfreeze,R02,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminUsersPostUsersByIdUnfreezeRequest,AdminUsersPostUsersByIdUnfreezeResponse,是,ADM-USER-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/users/{id}/force-logout,adminUsersPostUsersByIdForceLogout,R02,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminUsersPostUsersByIdForceLogoutRequest,AdminUsersPostUsersByIdForceLogoutResponse,是,ADM-USER-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/identities,adminIdentityGetIdentities,R05,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminIdentityGetIdentitiesParameters,AdminIdentityGetIdentitiesResponse,否,ADM-ID-001;ADM-ID-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/identities/{userId},adminIdentityGetIdentitiesByUserid,R05,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminIdentityGetIdentitiesByUseridParameters,AdminIdentityGetIdentitiesByUseridResponse,否,ADM-ID-001;ADM-ID-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/identities/{userId}/media-access,adminIdentityPostIdentitiesByUseridMediaAccess,R05,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminIdentityPostIdentitiesByUseridMediaAccessRequest,AdminIdentityPostIdentitiesByUseridMediaAccessResponse,是,ADM-ID-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/identity-sessions/{id}/review,adminIdentityPostIdentitySessionsByIdReview,R05,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminIdentityPostIdentitySessionsByIdReviewRequest,AdminIdentityPostIdentitySessionsByIdReviewResponse,是,ADM-ID-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/identities/{userId}/freeze,adminIdentityPostIdentitiesByUseridFreeze,R05,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminIdentityPostIdentitiesByUseridFreezeRequest,AdminIdentityPostIdentitiesByUseridFreezeResponse,是,ADM-ID-002,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/contents,adminContentGetContents,R06,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminContentGetContentsParameters,AdminContentGetContentsResponse,否,ADM-CONTENT-001;ADM-CONTENT-002;ADM-CONTENT-003,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/contents/{id},adminContentGetContentsById,R06,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminContentGetContentsByIdParameters,AdminContentGetContentsByIdResponse,否,ADM-CONTENT-001;ADM-CONTENT-002;ADM-CONTENT-003,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/contents/{id}/online,adminContentPostContentsByIdOnline,R06,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminContentPostContentsByIdOnlineRequest,AdminContentPostContentsByIdOnlineResponse,是,ADM-CONTENT-002;ADM-CONTENT-003,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/contents/{id}/offline,adminContentPostContentsByIdOffline,R06,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminContentPostContentsByIdOfflineRequest,AdminContentPostContentsByIdOfflineResponse,是,ADM-CONTENT-002;ADM-CONTENT-003,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/contents/{id}/ban,adminContentPostContentsByIdBan,R06,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminContentPostContentsByIdBanRequest,AdminContentPostContentsByIdBanResponse,是,ADM-CONTENT-002;ADM-CONTENT-003,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/contents/{id}/recommend,adminContentPostContentsByIdRecommend,R06,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminContentPostContentsByIdRecommendRequest,AdminContentPostContentsByIdRecommendResponse,是,ADM-CONTENT-002;ADM-CONTENT-003,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/contents/{id}/official-mark,adminContentPostContentsByIdOfficialMark,R06,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminContentPostContentsByIdOfficialMarkRequest,AdminContentPostContentsByIdOfficialMarkResponse,是,ADM-CONTENT-002;ADM-CONTENT-003,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/content-dictionaries,adminContentGetContentDictionaries,R06,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminContentGetContentDictionariesParameters,AdminContentGetContentDictionariesResponse,否,ADM-CONTENT-001;ADM-CONTENT-002;ADM-CONTENT-003,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,PUT /admin-api/v1/content-dictionaries/{code},adminContentPutContentDictionariesByCode,R06,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminContentPutContentDictionariesByCodeRequest,AdminContentPutContentDictionariesByCodeResponse,是,ADM-CONTENT-003,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/reviews/queue,adminReviewGetReviewsQueue,R12,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminReviewGetReviewsQueueParameters,AdminReviewGetReviewsQueueResponse,否,ADM-REVIEW-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/reviews/{id},adminReviewGetReviewsById,R12,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminReviewGetReviewsByIdParameters,AdminReviewGetReviewsByIdResponse,否,ADM-REVIEW-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/reviews/{id}/decide,adminReviewPostReviewsByIdDecide,R12,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminReviewPostReviewsByIdDecideRequest,AdminReviewPostReviewsByIdDecideResponse,是,ADM-REVIEW-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/reviews/{id}/assign,adminReviewPostReviewsByIdAssign,R12,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminReviewPostReviewsByIdAssignRequest,AdminReviewPostReviewsByIdAssignResponse,是,ADM-REVIEW-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/content-reports,adminReportsGetContentReports,R15,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminReportsGetContentReportsParameters,AdminReportsGetContentReportsResponse,否,ADM-REVIEW-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/content-reports/{id}/decide,adminReportsPostContentReportsByIdDecide,R15,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminReportsPostContentReportsByIdDecideRequest,AdminReportsPostContentReportsByIdDecideResponse,是,ADM-REPORT-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/appeals,adminAppealsGetAppeals,R15,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminAppealsGetAppealsParameters,AdminAppealsGetAppealsResponse,否,ADM-REVIEW-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/appeals/{id}/decide,adminAppealsPostAppealsByIdDecide,R15,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminAppealsPostAppealsByIdDecideRequest,AdminAppealsPostAppealsByIdDecideResponse,是,ADM-APPEAL-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/red-packet-campaigns,adminRedPacketGetRedPacketCampaigns,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminRedPacketGetRedPacketCampaignsParameters,AdminRedPacketGetRedPacketCampaignsResponse,否,ADM-RP-001;ADM-RP-002;ADM-RP-003;ADM-RP-004,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/red-packet-campaigns/{id},adminRedPacketGetRedPacketCampaignsById,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminRedPacketGetRedPacketCampaignsByIdParameters,AdminRedPacketGetRedPacketCampaignsByIdResponse,否,ADM-RP-001;ADM-RP-002;ADM-RP-003;ADM-RP-004,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/red-packet-campaigns/{id}/review,adminRedPacketPostRedPacketCampaignsByIdReview,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminRedPacketPostRedPacketCampaignsByIdReviewRequest,AdminRedPacketPostRedPacketCampaignsByIdReviewResponse,是,ADM-RP-002;ADM-RP-003;ADM-RP-004,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/red-packet-campaigns/{id}/pause,adminRedPacketPostRedPacketCampaignsByIdPause,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminRedPacketPostRedPacketCampaignsByIdPauseRequest,AdminRedPacketPostRedPacketCampaignsByIdPauseResponse,是,ADM-RP-002;ADM-RP-003;ADM-RP-004,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/red-packet-campaigns/{id}/resume,adminRedPacketPostRedPacketCampaignsByIdResume,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminRedPacketPostRedPacketCampaignsByIdResumeRequest,AdminRedPacketPostRedPacketCampaignsByIdResumeResponse,是,ADM-RP-002;ADM-RP-003;ADM-RP-004,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,POST /admin-api/v1/red-packet-campaigns/{id}/terminate,adminRedPacketPostRedPacketCampaignsByIdTerminate,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminRedPacketPostRedPacketCampaignsByIdTerminateRequest,AdminRedPacketPostRedPacketCampaignsByIdTerminateResponse,是,ADM-RP-002;ADM-RP-003;ADM-RP-004,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/red-packet-campaigns/{id}/sessions,adminRedPacketGetRedPacketCampaignsByIdSessions,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminRedPacketGetRedPacketCampaignsByIdSessionsParameters,AdminRedPacketGetRedPacketCampaignsByIdSessionsResponse,否,ADM-RP-001;ADM-RP-002;ADM-RP-003;ADM-RP-004,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/red-packet-campaigns/{id}/claims,adminRedPacketGetRedPacketCampaignsByIdClaims,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminRedPacketGetRedPacketCampaignsByIdClaimsParameters,AdminRedPacketGetRedPacketCampaignsByIdClaimsResponse,否,ADM-RP-001;ADM-RP-002;ADM-RP-003;ADM-RP-004,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/red-packet-campaigns/{id}/ledger,adminRedPacketGetRedPacketCampaignsByIdLedger,R20-R23,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminRedPacketGetRedPacketCampaignsByIdLedgerParameters,AdminRedPacketGetRedPacketCampaignsByIdLedgerResponse,否,ADM-RP-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
ADMIN_API,GET /admin-api/v1/products,adminProductsGetProducts,R16,FROZEN_V1.2.2,"[{""BearerAuth"":[]}]",AdminProductsGetProductsParameters,AdminProductsGetProductsResponse,否,ADM-PROD-001,contracts/admin-openapi.yaml,15901429eb345df1a78295ef5fdcaf5210a982a3e411b0a9a77913706a5014fd,2026-07-16,非破坏性扩展；破坏性变更必须CR、新API版本、迁移及消费者兼容窗口
